,interaction_id,interaction_type,id_bacterium,acc_bacterium,bact_strain,bact_specie,bact_genus,id_phage,acc_phage,phage_name
1288,11205,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6157,NA,Mycobacterium_phage_Phish
1289,11206,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6158,NA,Mycobacterium_phage_PhishRPhriends
1290,11207,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,6159,NA,Gordonia_phage_Phistory
1291,11208,1,4851,NZ_CP014475.1,CCUG 21000,Mycobacterium phlei,Mycobacterium,6160,KT206225,Mycobacterium_phage_Phlei
1292,11209,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6161,NA,Mycobacterium_phage_Phleuron
1293,11210,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6162,MG099949,Mycobacterium_phage_Phlorence
1294,11211,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6163,FJ641182,Mycobacterium_phage_Phlyer
1295,11212,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6164,NA,Mycobacterium_phage_Phonnegut
1296,11213,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,6165,NA,Gordonia_phage_PhorbesPhlower
1297,11214,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6166,MF919527,Mycobacterium_phage_Phox
1298,11215,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6167,KP017310,Mycobacterium_phage_Phoxy
1299,11216,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6168,MF324912,Mycobacterium_phage_Phrank
1300,11224,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6170,NA,Mycobacterium_phage_PhrankReynolds
1301,11225,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6171,KU935731,Mycobacterium_phage_Phrann
1302,11226,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6172,NA,Mycobacterium_phage_Phranny
1303,11227,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6173,NA,Mycobacterium_phage_Phrappuccino
1304,11228,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6174,KT347314,Mycobacterium_phage_Phreak
1305,11229,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6175,NA,Mycobacterium_phage_PhrodoBaggins
1306,11230,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,6176,NA,Gordonia_phage_PhrostedPhlake
1307,11231,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6177,KF279415,Mycobacterium_phage_PhrostyMug
1308,11232,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6178,KC661277,Mycobacterium_phage_Phrux
1309,11233,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6179,MF919528,Mycobacterium_phage_Phunky
1310,11234,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6180,NA,Mycobacterium_phage_Phusco
1311,11235,1,4718,NC_018750.1,ATCC 10712,Streptomyces venezuelae,Streptomyces,6181,KY092480,Streptomyces_phage_Picard
1312,11236,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,6182,MF189177,Arthrobacter_phage_Piccoletto
1313,11237,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6183,NA,Mycobacterium_phage_Pier
1314,11238,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6184,JX649097,Mycobacterium_phage_Piglet
1315,11239,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6185,KX702319,Mycobacterium_phage_Pinkman
1316,11240,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6186,NA,Mycobacterium_phage_Pinnie
1317,11241,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6187,KJ690250,Mycobacterium_phage_Pinto
1318,11242,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6188,JN699013,Mycobacterium_phage_Pio
1319,11243,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6189,KT285706,Mycobacterium_phage_Pioneer
1320,11244,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6190,NA,Mycobacterium_phage_Pipcraft
1321,11245,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6191,DQ398049,Mycobacterium_phage_Pipefish
1322,11246,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6192,NA,Mycobacterium_phage_Piper2020
1323,11247,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,6193,NA,Gordonia_phage_Pipp
1324,11248,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6194,NA,Mycobacterium_phage_Pippin
1325,11249,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6195,KY965064,Mycobacterium_phage_Pippy
1326,11250,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6196,KP027208,Mycobacterium_phage_Pipsqueak
1327,11251,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6197,KU935730,Mycobacterium_phage_Pipsqueaks
1328,11252,1,4752,NZ_JNHS00000000.1,ATCC 6919,Cutibacterium acnes,Cutibacterium,6198,KR337653,Propionibacterium_phage_Pirate
1329,11253,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6199,KM197169,Mycobacterium_phage_Piro94
1330,11255,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,6201,MF140425,Arthrobacter_phage_PitaDog
1331,11256,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6202,NA,Mycobacterium_phage_Pivoine
1332,11257,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6203,JF937104,Mycobacterium_phage_Pixie
1333,11258,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6204,NA,Mycobacterium_phage_Placalicious
1334,11259,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6205,JN624850,Mycobacterium_phage_Pleione
1335,11260,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6206,NA,Mycobacterium_phage_Plmatters
1336,11261,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6207,DQ398051,Mycobacterium_phage_PLot
1337,11262,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6208,NA,Mycobacterium_phage_Plumbus
1338,11263,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6209,DQ398050,Mycobacterium_phage_PMC
1339,11264,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6210,NA,Mycobacterium_phage_Pocahontas
1340,11265,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6211,NA,Mycobacterium_phage_Podrick
1341,11266,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6212,NA,Mycobacterium_phage_Poise
1342,11267,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6213,NA,Mycobacterium_phage_Polka14
1343,11268,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,6214,NA,Gordonia_phage_Polly
1344,11269,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6215,KX574455,Mycobacterium_phage_Pomar16
1345,11270,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6216,NA,Mycobacterium_phage_Popcicle
1346,11271,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6217,KR997967,Mycobacterium_phage_Pops
1347,11272,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6218,KT281792,Mycobacterium_phage_PopTart
1348,11274,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6220,MF072690,Mycobacterium_phage_Porcelain
1349,11275,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6221,EU816588,Mycobacterium_phage_Porky
1350,11276,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,6222,NA,Gordonia_phage_Portcullis
1351,11278,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6224,NA,Mycobacterium_phage_PotatoSplit
1352,11279,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6225,KU867907,Mycobacterium_phage_Potter
1353,11280,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6226,NA,Mycobacterium_phage_Pound
1354,11282,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6228,KM463009,Mycobacterium_phage_Power
1355,11283,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,6229,KU160659,Arthrobacter_phage_Preamble
1356,11284,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6230,EU770222,Mycobacterium_phage_Predator
1357,11285,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6231,NA,Mycobacterium_phage_Priamo
1358,11286,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,6232,KU160660,Arthrobacter_phage_PrincessTrina
1359,11287,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6233,NA,Mycobacterium_phage_Priscilla
1360,11288,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6234,NA,Mycobacterium_phage_Prithvi
1361,11289,1,4752,NZ_JNHS00000000.1,ATCC 6919,Cutibacterium acnes,Cutibacterium,6235,KR337644,Propionibacterium_phage_Procrass1
1362,11290,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6236,NA,Mycobacterium_phage_ProfessorX
1363,11291,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,6237,KX610765,Arthrobacter_phage_Prospero
1364,11292,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6238,GQ303264,Mycobacterium_phage_Puhltonio
1365,11293,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6239,EU744250,Mycobacterium_phage_Pukovnik
1366,11294,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,6240,KU160661,Arthrobacter_phage_Pumancara
1367,11295,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6241,GQ303265,Mycobacterium_phage_Pumpkin
1368,11296,1,4677,NZ_CP016594.1,3612,Gordonia terrae,Gordonia,6242,NA,Gordonia_phage_Pupper
1369,11298,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6244,NA,Mycobacterium_phage_Purgamenstris
1370,11299,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6245,NA,Mycobacterium_phage_Purky
1371,11300,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6246,KY965063,Mycobacterium_phage_PurpleHaze
1372,11321,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6248,NA,Mycobacterium_phage_QBert
1373,11322,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6249,KX685355,Mycobacterium_phage_Qobbit
1374,11323,1,5904,NZ_JNXA00000000.1,NRRL B-16283,Gordonia terrae,Gordonia,6250,NA,Gordonia_phage_Quasar
1375,11324,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6251,NA,Mycobacterium_phage_QueenB2
1376,11325,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6252,NA,Mycobacterium_phage_QueenBeesly
1377,11326,1,4752,NZ_JNHS00000000.1,ATCC 6919,Cutibacterium acnes,Cutibacterium,6253,KR347355,Propionibacterium_phage_QueenBey
1378,11327,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6254,KR997968,Mycobacterium_phage_Quico
1379,11328,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6255,KM592966,Mycobacterium_phage_QuinnKiro
1380,11329,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6256,DQ398048,Mycobacterium_phage_Qyrzula
1381,11331,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6258,NA,Mycobacterium_phage_Rachaly
1382,11332,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6259,NA,Mycobacterium_phage_Rahalelujah
1383,11333,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6260,JN006062,Mycobacterium_phage_Rakim
1384,11335,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6262,NA,Mycobacterium_phage_Ramen
1385,11336,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6263,FJ174693,Mycobacterium_phage_Ramsey
1386,11338,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,6265,KU160662,Arthrobacter_phage_RAP15
1387,11339,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6266,NA,Mycobacterium_phage_Rapunzel97
1388,11347,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6268,NA,Mycobacterium_phage_RawrgerThat
1389,11348,1,4663,NZ_CP014196.1,ATCC 21022,Arthrobacter sp.,Arthrobacter,6269,KX576640,Arthrobacter_phage_RcigaStruga
1390,11349,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6270,NA,Mycobacterium_phage_Reba
1391,11350,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6271,JX411619,Mycobacterium_phage_Rebeuca
1392,11351,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6272,JN624851,Mycobacterium_phage_Redi
1393,11352,1,4648,NC_018289.1,MC2 155,Mycobacterium smegmatis,Mycobacterium,6273,NA,Mycobacterium_phage_RedMaple
