,acc_bact,design_phage,id_bact,id_phage,interaction_id_old_db
2080,NC_018289.1,Mycobacterium_phage_Kikipoo,5859,5469,16532
2081,NC_018289.1,Mycobacterium_phage_Toto,5859,5625,16533
2082,NZ_LBBM00000000.1,Escherichia_phage_pro147,5734,3986,16608
2083,NC_018289.1,Mycobacterium_phage_Archie,5859,5340,16716
2084,NC_018289.1,Mycobacterium_phage_Ariel,5859,5341,16717
2085,NC_018289.1,Mycobacterium_phage_Pari,5859,5542,16718
2086,NC_018289.1,Mycobacterium_phage_FlagStaff,5859,5424,16800
2087,NZ_MAFT00000000.1,Acinetobacter_phage_Fri1,5881,4002,16871
2088,NC_018289.1,Mycobacterium_phage_ShedlockHolmes,5859,5593,16872
2089,NC_018289.1,Mycobacterium_phage_Phatniss,5859,5552,16873
2090,NC_018289.1,Mycobacterium_phage_Lolly9,5859,5485,16874
2091,NC_018289.1,Mycobacterium_phage_CaptainTrips,5859,5379,16875
2092,NC_018289.1,Mycobacterium_phage_TheloniousMonk,5859,5622,16881
2093,NC_018750.1,Streptomyces_phage_Lannister,126,5479,16882
2094,NC_018289.1,Mycobacterium_phage_Bipolar,5859,5360,16923
2095,NC_018289.1,Mycobacterium_phage_Seagreen,5859,5591,16987
2096,NC_018289.1,Mycobacterium_phage_Rufus,5859,5587,16999
2097,NC_018289.1,Mycobacterium_phage_OSmaximus,5859,5529,17002
2098,NC_018289.1,Mycobacterium_phage_Kimberlium,5859,5470,17049
2099,NC_018289.1,Mycobacterium_phage_MOOREtheMARYer,5859,5500,17050
2100,NC_018289.1,Mycobacterium_phage_NelitzaMV,5859,5513,17091
2101,NC_018289.1,Mycobacterium_phage_Tasp14,5859,5619,17092
2102,NC_018289.1,Mycobacterium_phage_Carcharodon,5859,5380,17099
2103,NC_018289.1,Mycobacterium_phage_Snenia,5859,5603,17100
2104,NZ_LFYE00000000.1,Mannheimia_phage_vB_MhM_3927AP2,5757,4022,17147
2105,NC_018289.1,Mycobacterium_phage_Mufasa,5859,5505,17180
2106,NZ_ATLH00000000.1,Cellulophaga_phage_phi13:2,5889,4033,17234
2107,NZ_CP009887.1,Cellulophaga_phage_phi38:1,941,4039,17245
2108,NZ_CP009976.1,Cellulophaga_phage_phi18:3,940,4041,17248
2109,NZ_CP009976.1,Cellulophaga_phage_phi18:1,940,4045,17255
2110,NZ_ATLG00000000.1,Cellulophaga_phage_phi4:1,5721,4047,17258
2111,NC_018289.1,Mycobacterium_phage_Baee,5859,5348,17313
2112,NZ_JNWI00000000.1,Delftia_phage_IME-DE1,5732,4053,17346
2113,NZ_CP021640.1,Streptococcus_phage_A25,780,4055,17367
2114,NC_018289.1,Mycobacterium_phage_Apizium,5859,5337,17386
2115,NC_018289.1,Mycobacterium_phage_Eremos,5859,5418,17387
2116,NC_018289.1,Mycobacterium_phage_Colbert,5859,5391,17388
2117,NC_018289.1,Mycobacterium_phage_Badfish,5859,5347,17429
2118,NC_018289.1,Mycobacterium_phage_Pepe,5859,5547,17430
2119,NC_018289.1,Mycobacterium_phage_ShiVal,5859,5596,17498
2120,NZ_CP025401.1,Escherichia_phage_phi191,468,4066,17554
2121,NC_018289.1,Mycobacterium_phage_Sparkdehlily,5859,5609,17591
2122,NZ_CP025053.1,Pseudomonas_phage_C11,1001,4069,17593
2123,NC_008054.1,Lactobacillus_phage_phiLdb,1206,4071,17599
2124,NZ_ADXL00000000.1,Synechococcus_phage_S-CBP4,5792,4075,17651
2125,NZ_ADXL00000000.1,Synechococcus_phage_S-CBP3,5792,4076,17652
2126,NZ_ADXL00000000.1,Synechococcus_phage_S-CBP1,5792,4077,17653
2127,NZ_AOEL00000000.1,Escherichia_phage_PA2,5735,4079,17674
2128,NC_022808.2,Pseudomonas_phage_PaP1,1020,4081,17695
2129,NC_004722.1,Bacillus_phage_JBP901,661,4082,17696
2130,NC_018289.1,Mycobacterium_phage_UncleHowie,5859,5637,17836
2131,NZ_MTFW00000000.1,Salmonella_phage_STP4-a,5767,4103,18019
2132,NC_018289.1,Mycobacterium_phage_Vista,5859,5642,18182
2133,NC_018289.1,Mycobacterium_phage_Oline,5859,5525,18183
2134,NZ_LYBA00000000.1,Escherichia_phage_vB_EcoP_SU10,5736,4117,18250
2135,NC_002516.2,Pseudomonas_phage_Pa2,1000,4156,18863
2136,NZ_JPOY00000000.1,Sulfitobacter_phage_NYA-2014a,5791,4166,18962
2137,NC_018289.1,Mycobacterium_virus_Crimd,5859,4176,19101
2138,NC_018289.1,Mycobacterium_virus_Angelica,5859,4177,19102
2139,NC_018289.1,Mycobacterium_phage_Cerasum,5859,5385,19296
2140,NC_018289.1,Mycobacterium_phage_Keshu,5859,5468,19297
2141,NC_018289.1,Mycobacterium_phage_Milly,5859,5495,19298
2142,NC_018289.1,Mycobacterium_phage_Inventum,5859,5452,19299
2143,NC_018289.1,Mycobacterium_phage_BuzzLyseyear,5859,5373,19300
2144,NC_018289.1,Mycobacterium_phage_Gaia,5859,5427,19301
2145,NC_018289.1,Mycobacterium_phage_Sbash,5859,5589,19302
2146,NC_018289.1,Mycobacterium_phage_Alvin,5859,5332,19303
2147,NZ_LBBN00000000.1,Enterobacteria_phage_P88,5737,4265,20251
2148,NC_002696.2,Caulobacter_phage_Cr30,1465,4279,20436
2149,NC_018289.1,Mycobacterium_phage_Soto,5859,5607,20663
2150,NC_003911.12,Ruegeria_phage_DSS3-P1,1170,4296,20678
2151,NZ_ASWV00000000.1,Pseudomonas_phage_MP48,5761,4325,21139
2152,NC_018289.1,Mycobacterium_phage_Wanda,5859,5646,21286
2153,NZ_LAKP00000000.1,Acinetobacter_phage_Presley,6270,4342,21339
2154,NZ_JPOY00000000.1,Sulfitobacter_phage_pCB2047-A,5791,4361,21544
2155,NZ_JPOY00000000.1,Sulfitobacter_phage_pCB2047-C,5791,4362,21545
2156,NZ_MPLG00000000.1,Leuconostoc_phage_phiLN03,5756,4365,21548
2157,NZ_MPLH00000000.1,Leuconostoc_phage_phiLNTR2,5875,4366,21549
2158,NZ_MPLH00000000.1,Leuconostoc_phage_phiLN34,5875,4367,21550
2159,NZ_MPLO00000000.1,Leuconostoc_phage_phiLN25,5755,4368,21551
2160,NZ_MPLG00000000.1,Leuconostoc_phage_phiLN12,5756,4369,21552
2161,NZ_MPLG00000000.1,Leuconostoc_phage_phiLN6B,5756,4370,21553
2162,NZ_MPLH00000000.1,Leuconostoc_phage_phiLNTR3,5875,4371,21554
2163,NC_018289.1,Mycobacterium_phage_Damien,5859,5399,21575
2164,NC_018289.1,Mycobacterium_phage_Pinto,5859,5564,21576
2165,NC_018289.1,Mycobacterium_phage_OkiRoe,5859,5524,21578
2166,NC_018289.1,Mycobacterium_phage_Manad,5859,5491,21579
2167,NZ_CP011047.1,Cronobacter_phage_CR8,410,4375,21593
2168,NC_007205.1,Pelagibacter_phage_HTVC008M,1635,4384,21696
2169,NC_007205.1,Pelagibacter_phage_HTVC019P,1635,4385,21697
2170,NC_007205.1,Pelagibacter_phage_HTVC011P,1635,4386,21698
2171,NC_007205.1,Pelagibacter_phage_HTVC010P,1635,4387,21699
2172,NC_018289.1,Mycobacterium_phage_Hawkeye,5859,5446,21740
2173,NC_018289.1,Mycobacterium_phage_ZoeJ,5859,5660,21795
2174,NC_018289.1,Mycobacterium_phage_Lamina13,5859,5478,21816
2175,NC_018289.1,Mycobacterium_phage_MosMoris,5859,5501,21817
2176,NC_018289.1,Mycobacterium_phage_Seabiscuit,5859,4394,21818
2177,NC_018289.1,Mycobacterium_phage_Bernal13,5859,5356,21819
2178,NC_018289.1,Mycobacterium_phage_SkiPole,5859,5598,21900
2179,NC_018289.1,Mycobacterium_phage_BarrelRoll,5859,5351,21901
2180,NC_018289.1,Mycobacterium_virus_Gumbie,5859,4399,21902
2181,NC_018289.1,Mycobacterium_phage_Akoma,5859,5330,21923
2182,NC_018289.1,Mycobacterium_phage_Stinger,5859,5611,21924
2183,NC_018289.1,Mycobacterium_phage_Alsfro,5859,5331,21945
2184,NC_018289.1,Mycobacterium_phage_Jabbawokkie,5859,5455,21946
2185,NC_004431.1,Escherichia_phage_EB49,479,4402,21956
2186,NC_018289.1,Mycobacterium_phage_JacAttac,5859,5456,21957
2187,NC_018289.1,Mycobacterium_virus_Billknuckles,5859,4403,21958
2188,NC_018289.1,Mycobacterium_phage_Thibault,5859,5623,21959
2189,NC_018289.1,Mycobacterium_phage_Pleione,5859,5569,21960
2190,NC_018289.1,Mycobacterium_phage_MoMoMixon,5859,5498,21991
2191,NC_018289.1,Mycobacterium_virus_Rumpelstiltskin,5859,4406,21992
2192,NC_018289.1,Mycobacterium_phage_Redi,5859,5579,21993
2193,NC_018289.1,Mycobacterium_phage_Charlie,5859,5387,21994
2194,NC_018289.1,Mycobacterium_virus_Deadp,5859,4407,21995
2195,NC_018289.1,Mycobacterium_virus_Euphoria,5859,4408,21996
2196,NC_018289.1,Mycobacterium_phage_Nappy,5859,5512,21997
2197,NC_018289.1,Mycobacterium_virus_Larva,5859,4409,21998
2198,NC_018289.1,Mycobacterium_virus_Drago,5859,4410,21999
2199,NC_018289.1,Mycobacterium_virus_Perseus,5859,4411,22000
2200,NC_018289.1,Mycobacterium_phage_LinStu,5859,5483,22032
2201,NC_018289.1,Mycobacterium_virus_Firecracker,5859,4415,22033
2202,NC_018289.1,Mycobacterium_phage_RidgeCB,5859,5584,22034
2203,NC_018289.1,Mycobacterium_phage_Dreamboat,5859,5407,22035
2204,NC_018289.1,Mycobacterium_virus_Liefie,5859,4416,22036
2205,NC_018289.1,Mycobacterium_virus_Doom,5859,4417,22037
2206,NC_018289.1,Mycobacterium_phage_Dori,5859,5405,22038
2207,NC_018289.1,Mycobacterium_virus_Kugel,5859,4418,22039
2208,NC_018289.1,Mycobacterium_virus_Acadian,5859,4419,22040
2209,NC_018289.1,Mycobacterium_virus_SG4,5859,4421,22061
2210,NC_018289.1,Mycobacterium_virus_Avani,5859,4422,22062
2211,NC_018289.1,Mycobacterium_phage_Dandelion,5859,5400,22063
2212,NC_018289.1,Mycobacterium_phage_Violet,5859,5641,22064
2213,NC_018289.1,Mycobacterium_virus_Courthouse,5859,4423,22065
2214,NC_018289.1,Mycobacterium_phage_Lilac,5859,5482,22066
2215,NC_018289.1,Mycobacterium_virus_Bruns,5859,4425,22074
2216,NC_018289.1,Mycobacterium_phage_Gadjet,5859,5426,22075
2217,NC_002516.2,Pseudomonas_phage_PaBG,1000,4430,22142
2218,NC_018289.1,Mycobacterium_phage_Saal,5859,5588,22253
2219,NC_018289.1,Mycobacterium_phage_Oaker,5859,5521,22254
2220,NC_018289.1,Mycobacterium_phage_MichelleMyBell,5859,5494,22255
2221,NC_018289.1,Mycobacterium_phage_Suffolk,5859,5613,22256
2222,NC_018289.1,Mycobacterium_phage_Validus,5859,5638,22356
2223,NC_012971.2,Escherichia_phage_Lw1,480,4454,22448
2224,NZ_JPPN00000000.1,Shigella_phage_pSf-1,5769,4455,22449
2225,NZ_CP020659.1,Pseudomonas_phage_PAK_P1,999,4459,22479
2226,NZ_CP020659.1,Pseudomonas_phage_PAK_P2,999,4462,22520
2227,NZ_CP020659.1,Pseudomonas_phage_PAK_P5,999,4463,22521
2228,NZ_LAUA00000000.1,Burkholderia_phage_JG068,5888,4464,22522
2229,NZ_CQQT00000000.1,Streptococcus_phage_phiBHN167,5784,4469,22586
2230,NC_018289.1,Mycobacterium_phage_Fredward,5859,4471,22607
2231,NZ_MOPB00000000.1,Staphylococcus_phage_SA12,5776,4478,22682
2232,NC_002516.2,Pseudomonas_phage_MPK7,1000,4479,22683
2233,NC_018289.1,Mycobacterium_phage_Redno2,5859,5580,23207
2234,NC_018289.1,Mycobacterium_phage_Contagion,5859,5393,23208
2235,NC_018289.1,Mycobacterium_phage_DrDrey,5859,5406,23209
2236,NC_018289.1,Mycobacterium_phage_Catdawg,5859,5383,23210
2237,NC_018289.1,Mycobacterium_phage_Bobi,5859,5364,23211
2238,NC_008533.1,Streptococcus_phage_SPQS1,759,4514,23221
2239,NC_014010.1,Puniceispirillum_phage_HMO-2011,1636,4515,23222
2240,NC_018289.1,Mycobacterium_phage_Job42,5859,5459,23329
2241,NC_018289.1,Mycobacterium_phage_Astraea,5859,5343,23341
2242,NC_018289.1,Mycobacterium_phage_ArcherS7,5859,5339,23342
2243,NC_018289.1,Mycobacterium_phage_Gizmo,5859,5432,23343
2244,NC_018289.1,Mycobacterium_phage_WIVsmall,5859,4525,23364
2245,NC_018289.1,Mycobacterium_phage_CASbig,5859,4526,23365
2246,NC_018289.1,Mycobacterium_phage_Phaux,5859,5553,23407
2247,NC_018289.1,Mycobacterium_phage_Newman,5859,5515,23408
2248,NC_018289.1,Mycobacterium_phage_Phrux,5859,5563,23409
2249,NC_018289.1,Mycobacterium_phage_HINdeR,5859,5448,23410
2250,NC_018289.1,Mycobacterium_phage_Dumbo,5859,5409,23411
2251,NC_018289.1,Mycobacterium_phage_Murphy,5859,5507,23412
2252,NC_018289.1,Mycobacterium_phage_SiSi,5859,5597,23413
2253,NC_018289.1,Mycobacterium_phage_PattyP,5859,5544,23414
2254,NZ_MPLF00000000.1,Leuconostoc_phage_P793,5876,4536,23531
2255,NZ_MPLG00000000.1,Leuconostoc_phage_phiLN04,5756,4537,23532
2256,NC_018289.1,Mycobacterium_phage_Butters,5859,5372,23553
2257,NC_018289.1,Mycobacterium_phage_ET08,5859,5419,23804
2258,NZ_CP024413.1,Lactobacillus_virus_ATCC8014,1224,4587,24278
2259,NC_008463.1,Pseudomonas_virus_MP22,1021,4615,24749
2260,NZ_AHWC00000000.1,Brucella_phage_Pr,5887,4667,25405
2261,NZ_AQIS00000000.1,Brucella_phage_Tb,5885,4668,25406
2262,NZ_CP025401.1,Escherichia_phage_TL-2011b,468,4669,25407
2263,NZ_CP025401.1,Escherichia_phage_TL-2011c,468,4670,25408
2264,NZ_ADXL00000000.1,Synechococcus_phage_S-CBS4,5792,4693,25865
2265,NZ_CP025268.1,Escherichia_phage_HK75,471,4707,26062
2266,NC_018289.1,Mycobacterium_phage_SWU1,5859,4710,26103
2267,NC_005835.1,Thermus_phage_TMA,1474,4714,26154
2268,NC_018289.1,Mycobacterium_virus_Faith1,5859,4716,26157
2269,NZ_LKLV00000000.1,Lactococcus_phage_949,5752,4731,26308
2270,NC_008819.1,Prochlorococcus_phage_P-SSM7,588,4735,26333
2271,NC_005072.1,Prochlorococcus_phage_P-HM2,593,4741,26434
2272,NC_005072.1,Prochlorococcus_phage_P-HM1,593,4745,26487
2273,NZ_ASWV00000000.1,Pseudomonas_virus_MP29,5761,4763,26694
2274,NZ_ASWV00000000.1,Pseudomonas_virus_MP38,5761,4764,26695
2275,NC_018289.1,Mycobacterium_virus_Ramsey,5859,4776,26827
2276,NC_018289.1,Mycobacterium_virus_Pacc40,5859,4777,26828
2277,NC_018289.1,Mycobacterium_phage_Konstantine,5859,5473,26829
2278,NC_018289.1,Mycobacterium_virus_Fruitloop,5859,4778,26830
2279,NC_018289.1,Mycobacterium_phage_Troll4,5859,5631,26831
2280,NC_018289.1,Mycobacterium_phage_Gumball,5859,5444,26832
2281,NC_018289.1,Mycobacterium_virus_Brujita,5859,4779,26833
2282,NC_018289.1,Mycobacterium_phage_Solon,5859,5606,26834
2283,NC_018289.1,Mycobacterium_phage_Myrna,5859,5509,26835
2284,NZ_CP025401.1,Escherichia_phage_Min27,468,4783,26880
2285,NC_003197.2,Salmonella_phage_Fels-2,244,4785,26901
2286,NC_003197.2,Phage_Gifsy-2,244,4786,26902
2287,NC_003197.2,Phage_Gifsy-1,244,4787,26903
2288,NC_003197.2,Salmonella_phage_Fels-1,244,4788,26904
2289,NC_012660.1,Pseudomonas_phage_phi-2,1053,4794,26955
2290,NC_018289.1,Mycobacterium_phage_Angel,5859,5334,26970
2291,NC_018289.1,Mycobacterium_phage_Phlyer,5859,5560,27068
2292,NC_002516.2,Pseudomonas_phage_LUZ19,1000,4827,27416
2293,NC_007335.2,Prochlorococcus_phage_P-SSM4,586,4899,28641
2294,NC_008819.1,Prochlorococcus_phage_P-SSM2,588,4900,28642
2295,NC_004070.1,Streptococcus_phage_315.3,799,4972,29573
2296,NZ_CP008957.1,Enterobacteria_phage_933W,481,4994,29851
2297,NC_014230.1,Croceibacter_phage_P2559S,939,5005,29977
2298,NZ_ASWV00000000.1,Pseudomonas_phage_MP42,5761,5006,29978
2299,NC_018289.1,Mycobacterium_phage_Minerva,5859,5497,30051
2300,NC_002516.2,Pseudomonas_phage_MP1412,1000,5017,30100
2301,NC_018289.1,Acinetobacter_phage_phiAB1,5859,4061,34943
2302,NC_018289.1,Gordonia_phage_BENtherdunthat,5859,2117,34944
2303,NC_018289.1,Flavobacterium_phage_11b,5859,4904,34945
2304,NC_018289.1,Bordetella_virus_BPP1,5859,4943,34946
2305,NC_018289.1,Salmonella_phage_SEN1,5859,3651,34947
2306,NC_018289.1,Salmonella_virus_FSLSP088,5859,4518,34948
2307,NC_018289.1,Gordonia_phage_BirksAndSocks,5859,2138,34949
2308,NC_018289.1,Gordonia_phage_Obliviate,5859,5523,34950
2309,NC_018289.1,Propionibacterium_phage_PA1-14,5859,4056,34951
2310,NC_018289.1,Arthrobacter_phage_Circum,5859,2257,34952
2311,NC_018289.1,Enterococcus_phage_EF62phi,5859,4449,34953
2312,NC_018289.1,Listeria_phage_A500,5859,4842,34954
2313,NC_018289.1,Streptomyces_phage_Henoccus,5859,2589,34955
2314,NC_018289.1,Synechococcus_phage_S-CBS1,5859,4706,34956
2315,NC_018289.1,Arthrobacter_phage_Elsa,5859,2406,34957
2316,NC_018289.1,Gordonia_phage_Petra,5859,3093,34958
2317,NC_018289.1,Brevibacillus_phage_Davies,5859,4112,34959
2318,NC_018289.1,Erwinia_amylovora_phage_Era103,5859,4860,34960
2319,NC_018289.1,Streptococcus_phage_phiARI0468-2,5859,3677,34961
2320,NC_018289.1,Aeromonas_virus_44RR2,5859,4500,34962
2321,NC_018289.1,Gordonia_phage_Bachita,5859,5345,34963
2322,NC_018289.1,Propionibacterium_phage_PHL141N00,5859,4120,34964
2323,NC_018289.1,Klebsiella_phage_KLPN1,5859,4025,34965
2324,NC_018289.1,Enterobacteria_phage_phiP27,5859,4981,34966
2325,NC_018289.1,Staphylococcus_phage_S24-1,5859,4700,34967
2326,NC_018289.1,Gordonia_phage_ThankyouJordi,5859,3449,34968
2327,NC_018289.1,Escherichia_phage_HY03,5859,3755,34969
2328,NC_018289.1,Caulobacter_phage_CcrColossus,5859,4359,34970
2329,NC_018289.1,Streptomyces_phage_Raleigh,5859,3209,34971
2330,NC_018289.1,Arthrobacter_phage_TymAbreu,5859,3504,34972
2331,NC_018289.1,Gordonia_phage_Lucky10,5859,5488,34973
2332,NC_018289.1,Klebsiella_phage_Matisse,5859,4028,34974
2333,NC_018289.1,Flavobacterium_phage_Fpv2,5859,3670,34975
2334,NC_018289.1,Arthrobacter_phage_Kabreeze,5859,2704,34976
2335,NC_018289.1,Arthrobacter_phage_Hunnie,5859,2620,34977
2336,NC_018289.1,Staphylococcus_virus_71,5859,4200,34978
2337,NC_018289.1,Synechococcus_phage_S-CBP3,5859,4076,34979
2338,NC_018289.1,Pseudomonas_phage_Lu11,5859,4818,34980
2339,NC_018289.1,Cellulophaga_phage_phi12a:1,5859,4031,34981
2340,NC_018289.1,Gordonia_phage_Jumbo,5859,5464,34982
2341,NC_018289.1,Escherichia_phage_vB_EcoS_AHP42,5859,4316,34983
2342,NC_018289.1,Pseudomonas_virus_MP38,5859,4764,34984
2343,NC_018289.1,Cellulophaga_phage_phi39:1,5859,4032,34985
2344,NC_018289.1,Gordonia_phage_Lennon,5859,2798,34986
2345,NC_018289.1,Achromobacter_phage_phiAxp-1,5859,3875,34987
2346,NC_018289.1,Uncultured_phage_WW-nAnB_strain_3,5859,4192,34988
2347,NC_018289.1,Salmonella_phage_38,5859,3849,34989
2348,NC_018289.1,Staphylococcus_phage_SAP-2,5859,4837,34990
2349,NC_018289.1,Mycobacterium_virus_Omega,5859,4961,34991
2350,NC_018289.1,Pseudomonas_phage_KPP12,5859,4581,34992
2351,NC_018289.1,Gordonia_phage_Asapag,5859,2048,34993
2352,NC_018289.1,Pseudomonas_phage_phiMK,5859,3731,34994
2353,NC_018289.1,Gordonia_phage_CaptainKirk2,5859,5378,34995
2354,NC_018289.1,Streptomyce_phage_TG1,5859,4683,34996
2355,NC_018289.1,Arthrobacter_phage_Oxynfrius,5859,3047,34997
2356,NC_018289.1,Streptococcus_phage_T12,5859,4054,34998
2357,NC_018289.1,Mycobacterium_phage_Pistachio,5859,3158,34999
2358,NC_018289.1,Clostridium_phage_phi8074-B1,5859,4585,35000
2359,NC_018289.1,Vibrio_phage_VPUSM_8,5859,4474,35001
2360,NC_018289.1,Brucella_phage_Tb,5859,4668,35002
2361,NC_018289.1,Pseudomonas_virus_MP29,5859,4763,35003
2362,NC_018289.1,Thermus_phage_TMA,5859,4714,35004
2363,NC_018289.1,Salmonella_phage_118970_sal1,5859,3671,35005
2364,NC_018289.1,Sinorhizobium_phage_phiLM21,5859,3906,35006
2365,NC_018289.1,Enterobacteria_phage_T3,5859,4225,35007
2366,NC_018289.1,Escherichia_phage_Bp4,5859,3632,35008
2367,NC_018289.1,Gordonia_phage_WilliamBoone,5859,3569,35009
2368,NC_018289.1,Verrucomicrobia_phage_P8625,5859,3905,35010
2369,NC_018289.1,Staphylococcus_phage_GH15,5859,4666,35011
2370,NC_018289.1,Enterobacteria_phage_M,5859,4609,35012
2371,NC_018289.1,Leuconostoc_phage_P793,5859,4536,35013
2372,NC_018289.1,Salmonella_phage_FSL_SP-058,5859,4481,35014
2373,NC_018289.1,Gordonia_phage_Monty,5859,5499,35015
2374,NC_018289.1,Pseudoalteromonas_phage_H105/1,5859,3911,35016
2375,NC_018289.1,Staphylococcus_virus_77,5859,4942,35017
2376,NC_018289.1,Salmonella_phage_L13,5859,4268,35018
2377,NC_018289.1,Streptomyces_phage_Comrade,5859,2273,35019
2378,NC_018289.1,Salmonella_phage_f18SE,5859,4051,35020
2379,NC_018289.1,Escherichia_phage_HY02,5859,3993,35021
2380,NC_018289.1,Rhodococcus_phage_ChewyVIII,5859,2240,35022
2381,NC_018289.1,Gordonia_phage_Msay19,5859,2950,35023
2382,NC_018289.1,Bacillus_phage_phiAGATE,5859,4456,35024
2383,NC_018289.1,Synechococcus_phage_S-CAM3,5859,3691,35025
2384,NC_018289.1,Enterobacteria_phage_fiAA91-ss,5859,4460,35026
2385,NC_018289.1,Streptococcus_phage_YMC-2011,5859,4448,35027
2386,NC_018289.1,Burkholderia_virus_BcepNY3,5859,4851,35028
2387,NC_018289.1,Staphylococcus_phage_812,5859,3880,35029
2388,NC_018289.1,Pseudomonas_phage_Pa2,5859,4156,35030
2389,NC_018289.1,Clostridium_phage_phiCT19406C,5859,3929,35031
2390,NC_018289.1,Campylobacter_virus_CP220,5859,5016,35032
2391,NC_018289.1,Riemerella_phage_RAP44,5859,4655,35033
2392,NC_018289.1,Acinetobacter_phage_vB_AbaM_Acibel004,5859,4289,35034
2393,NC_018289.1,Bacillus_phage_Phrodo,5859,3735,35035
2394,NC_018289.1,Arthrobacter_phage_Lennox,5859,2799,35036
2395,NC_018289.1,Leuconostoc_phage_phiLN6B,5859,4370,35037
2396,NC_018289.1,Gordonia_phage_CaptainKirk2,5859,5378,35038
2397,NC_018289.1,Enterobacteria_phage_HK633,5859,4599,35039
2398,NC_018289.1,Mannheimia_phage_vB_MhS_1152AP2,5859,3969,35040
2399,NC_018289.1,Pseudomonas_phage_YuA,5859,4831,35041
2400,NC_018289.1,Clostridium_phage_phiMMP01,5859,3924,35042
2401,NC_018289.1,Pseudomonas_phage_vB_PaeM_C2-10_Ab1,5859,4534,35043
2402,NC_018289.1,Gordonia_phage_Phinally,5859,5557,35044
2403,NC_018289.1,Vibrio_phage_SIO-2,5859,4701,35045
2404,NC_018289.1,Pectobacterium_phage_Peat1,5859,3883,35046
2405,NC_018289.1,Clostridium_phage_phiCTC2B,5859,3800,35047
2406,NC_018289.1,Propionibacterium_phage_Solid,5859,5605,35048
2407,NC_018289.1,Propionibacterium_phage_PFR1,5859,5548,35049
2408,NC_018289.1,Streptomyces_phage_BabyGotBac,5859,2080,35050
2409,NC_018289.1,Arthrobacter_phage_Molivia,5859,2929,35051
2410,NC_018289.1,Lactobacillus_virus_LP65,5859,4927,35052
2411,NC_018289.1,Caulobacter_phage_phiCb5,5859,4664,35053
2412,NC_018289.1,Synechococcus_phage_S-CBS3,5859,4722,35054
2413,NC_018289.1,Staphylococcus_phage_phiIPLA-RODI,5859,4023,35055
2414,NC_018289.1,Propionibacterium_phage_ATCC29399B_T,5859,4684,35056
2415,NC_018289.1,Propionibacterium_phage_ATCC29399B_C,5859,4680,35057
2416,NC_018289.1,Staphylococcus_phage_phiSa119,5859,4282,35058
2417,NC_018289.1,Enterococcus_phage_EFC-1,5859,4271,35059
2418,NC_018289.1,Lactobacillus_phage_Lc-Nu,5859,4898,35060
2419,NC_018289.1,Arthrobacter_phage_vB_ArtM-ArV1,5859,3828,35061
2420,NC_018289.1,Escherichia_phage_P13374,5859,4685,35062
2421,NC_018289.1,Gordonia_phage_Flakey,5859,2465,35063
2422,NC_018289.1,Pelagibacter_phage_HTVC010P,5859,4387,35064
2423,NC_018289.1,Gordonia_phage_ShayRa,5859,3320,35065
2424,NC_018289.1,Gordonia_phage_Kvothe,5859,5476,35066
2425,NC_018289.1,Enterobacteria_phage_285P,5859,4751,35067
2426,NC_018289.1,Pseudomonas_phage_phiIBB-PAA2,5859,4446,35068
2427,NC_018289.1,Aeromonas_phage_Aes508,5859,4624,35069
2428,NC_018289.1,Pseudomonas_phage_vB_PaeP_C2-10_Ab22,5859,4107,35070
2429,NC_018289.1,Salmonella_phage_118970_sal4,5859,3812,35071
2430,NC_018289.1,Propionibacterium_phage_P104A,5859,5535,35072
2431,NC_018289.1,Streptomyces_phage_VWB,5859,5645,35073
2432,NC_018289.1,Xanthomonas_phage_Xp15,5859,4919,35074
2433,NC_018289.1,Pseudomonas_phage_PAE1,5859,3838,35075
2434,NC_018289.1,Lactobacillus_phage_iLp1308,5859,3831,35076
2435,NC_018289.1,Salmonella_phage_SFP10,5859,4709,35077
2436,NC_018289.1,Acinetobacter_phage_vB_AbaM_phiAbaA1,5859,3714,35078
2437,NC_018289.1,Escherichia_virus_KP26,5859,4905,35079
2438,NC_018289.1,Propionibacterium_phage_PHL010M04,5859,4492,35080
2439,NC_018289.1,Gordonia_phage_Gudmit,5859,2556,35081
2440,NC_018289.1,Gordonia_phage_TimTam,5859,3462,35082
2441,NC_018289.1,Arthrobacter_phage_Bennie,5859,2116,35083
2442,NC_018289.1,Arthrobacter_phage_BossLady,5859,2159,35084
2443,NC_018289.1,Enterobacteria_phage_cdtI,5859,3862,35085
2444,NC_018289.1,Escherichia_phage_vB_EcoP_SU10,5859,4117,35086
2445,NC_018289.1,Gordonia_phage_BritBrat,5859,5367,35087
2446,NC_018289.1,Cellulophaga_phage_phi46:3,5859,4043,35088
2447,NC_018289.1,Vibrio_phage_VGJphi,5859,4959,35089
2448,NC_018289.1,Lactococcus_phage_TP901-1,5859,4228,35090
2449,NC_018289.1,Gordonia_phage_Sproutie,5859,3373,35091
2450,NC_018289.1,Escherichia_phage_vB_EcoM_VR20,5859,3988,35092
2451,NC_018289.1,Thermus_virus_P23-45,5859,4848,35093
2452,NC_018289.1,Corynebacterium_phage_C3PO,5859,2201,35094
2453,NC_018289.1,Klebsiella_phage_KpV475,5859,3766,35095
2454,NC_018289.1,Corynebacterium_phage_PotatoChip,5859,3177,35096
2455,NC_018289.1,Streptococcus_phage_TP-J34,5859,4576,35097
2456,NC_018289.1,Escherichia_phage_EK99P-1,5859,4324,35098
