,acc_bact,design_phage,id_bact,id_phage,interaction_id_old_db
851,NC_018289.1,Mycobacterium_phage_Kimchi,5859,2738,10560
852,NZ_CP016594.1,Gordonia_phage_KimmyK,1869,2740,10562
853,NC_018289.1,Mycobacterium_phage_Kimona,5859,2741,10563
854,NC_018289.1,Mycobacterium_phage_Kinbote,5859,2742,10564
855,NZ_CP014196.1,Arthrobacter_phage_KingBob,153,2743,10565
856,NC_018289.1,Mycobacterium_phage_KingMidas,5859,2744,10566
857,NC_018289.1,Mycobacterium_phage_Kingmustik0402,5859,2745,10567
858,NC_018289.1,Mycobacterium_phage_Kingsley,5859,2746,10568
859,NC_018289.1,Mycobacterium_phage_Kingsolomon,5859,2747,10569
860,NC_018289.1,Mycobacterium_phage_KingTut,5859,2748,10570
861,NC_018289.1,Mycobacterium_phage_KingVeVeVe,5859,2749,10571
862,NC_018289.1,Mycobacterium_phage_KiSi,5859,2750,10572
863,NZ_CP016594.1,Gordonia_phage_Kita,1869,5471,10573
864,NZ_CP014196.1,Arthrobacter_phage_Kitkat,153,5472,10574
865,NC_018289.1,Mycobacterium_phage_KittenMittens,5859,2751,10575
866,NC_018289.1,Mycobacterium_phage_Klein,5859,2752,10576
867,NC_018289.1,Mycobacterium_phage_Kloppinator,5859,2753,10577
868,NC_018289.1,Mycobacterium_phage_KLucky39,5859,2754,10578
869,NC_018289.1,Mycobacterium_phage_Koella,5859,2755,10579
870,NC_018289.1,Mycobacterium_phage_Koguma,5859,2756,10580
871,NC_018289.1,Mycobacterium_phage_Koko,5859,2757,10581
872,NC_018289.1,Mycobacterium_phage_Konstantine,5859,5473,10582
873,NZ_CP014196.1,Arthrobacter_phage_Korra,153,2758,10583
874,NC_018289.1,Mycobacterium_phage_Kostya,5859,2759,10584
875,NC_018289.1,Mycobacterium_phage_Krakatau,5859,2760,10585
876,NC_018289.1,Mycobacterium_phage_Kratark,5859,2761,10586
877,NC_018289.1,Mycobacterium_phage_Kratio,5859,5474,10587
878,NC_018289.1,Mycobacterium_phage_KristaRAM,5859,2763,10595
879,NC_018289.1,Mycobacterium_phage_Kristoff,5859,2764,10596
880,NC_018289.1,Mycobacterium_phage_Krueger,5859,2765,10597
881,NC_018289.1,Mycobacterium_phage_Krypton555,5859,2766,10598
882,NC_018289.1,Mycobacterium_phage_Ksquared,5859,2767,10599
883,NC_018289.1,Mycobacterium_phage_KSSJEB,5859,2768,10600
884,NZ_JNHS00000000.1,Propionibacterium_phage_Kubed,5731,5475,10601
885,NC_018289.1,Mycobacterium_phage_Kugel,5859,2769,10602
886,NC_018289.1,Mycobacterium_phage_Kumao,5859,2770,10603
887,NZ_CP016594.1,Gordonia_phage_Kurt,1869,2771,10604
888,NZ_CP016594.1,Gordonia_phage_Kvothe,1869,5476,10605
889,NC_018289.1,Mycobacterium_phage_Kwadwo,5859,2772,10606
890,NC_018289.1,Mycobacterium_phage_Kwksand96,5859,2773,10607
891,NC_018289.1,Mycobacterium_phage_Kyee,5859,2774,10608
892,NC_018289.1,Mycobacterium_phage_Kykar,5859,2775,10609
893,NZ_CP014196.1,Arthrobacter_phage_KylieMac,153,2776,10610
894,NC_018289.1,Mycobacterium_phage_KyMonks1A,5859,2777,10611
895,NC_018289.1,Mycobacterium_phage_L5,5859,2778,10612
896,NC_018289.1,Mycobacterium_phage_Labeouficaum,5859,2779,10613
897,NC_018289.1,Mycobacterium_phage_LadyBird,5859,5477,10614
898,NZ_CP016594.1,Gordonia_phage_Lahirium,1869,2780,10615
899,NZ_CP014196.1,Arthrobacter_phage_Laila,153,2781,10616
900,NZ_CP016594.1,Gordonia_phage_Lamberg,1869,2782,10617
901,NC_018289.1,Mycobacterium_phage_Lambert1,5859,2783,10618
902,NC_018289.1,Mycobacterium_phage_Lamina13,5859,5478,10619
903,NC_018750.1,Streptomyces_phage_Lannister,126,5479,10620
904,NC_018289.1,Mycobacterium_phage_Larenn,5859,5480,10621
905,NZ_CP014196.1,Arthrobacter_phage_Laroye,153,2784,10622
906,NC_018289.1,Mycobacterium_phage_Larva,5859,2785,10623
907,NC_018289.1,Mycobacterium_phage_Lasso,5859,2786,10624
908,NC_018289.1,Mycobacterium_phage_LastHope,5859,2787,10625
909,NC_018289.1,Mycobacterium_phage_LaterM,5859,2788,10626
910,NZ_JNHS00000000.1,Propionibacterium_phage_Lauchelly,5731,5481,10627
911,NC_018289.1,Mycobacterium_phage_Laurie,5859,2789,10628
912,NC_018289.1,Mycobacterium_phage_LeBron,5859,2790,10629
913,NC_018289.1,Mycobacterium_phage_LeeLot,5859,2791,10630
914,NZ_CP014196.1,Arthrobacter_phage_LeeroyJ,153,2792,10631
915,NC_018289.1,Mycobacterium_phage_Lego3393,5859,2793,10632
916,NC_018289.1,Mycobacterium_phage_Legolas,5859,2794,10633
917,NC_018289.1,Mycobacterium_phage_LeMond,5859,2795,10634
918,NC_018289.1,Mycobacterium_phage_LemonSlice,5859,2796,10635
919,NC_018289.1,Mycobacterium_phage_Lemur,5859,2797,10636
920,NZ_CP016594.1,Gordonia_phage_Lennon,1869,2798,10637
921,NZ_CP014196.1,Arthrobacter_phage_Lennox,153,2799,10638
922,NC_018289.1,Mycobacterium_phage_LeoAvram,5859,2800,10639
923,NC_018289.1,Mycobacterium_phage_Leogania,5859,2801,10640
924,NC_018289.1,Mycobacterium_phage_Lesedi,5859,2802,10641
925,NC_018289.1,Mycobacterium_phage_Leston,5859,2803,10642
926,NC_018289.1,Mycobacterium_phage_Lev2,5859,2804,10643
927,NZ_JNHS00000000.1,Propionibacterium_phage_Leviosa,5731,2805,10644
928,NC_018289.1,Mycobacterium_phage_LHTSCC,5859,2806,10645
929,NC_018289.1,Mycobacterium_phage_Liefie,5859,2807,10646
930,NC_018289.1,Mycobacterium_phage_LifeSavor,5859,2808,10647
931,NZ_APVM00000000.1,Streptomyces_phage_Lika,5787,5434,10648
932,NC_018289.1,Mycobacterium_phage_Lilac,5859,5482,10649
933,NZ_JNHS00000000.1,Propionibacterium_phage_LilBandit,5731,2809,10650
934,NC_018289.1,Mycobacterium_phage_LilDestine,5859,2810,10651
935,NC_018289.1,Mycobacterium_phage_LilHazelnut,5859,2811,10652
936,NC_018289.1,Mycobacterium_phage_LilhomieP,5859,2812,10653
937,NC_018289.1,Mycobacterium_phage_Lilith,5859,2813,10654
938,NC_018289.1,Mycobacterium_phage_LilPharaoh,5859,2815,10662
939,NC_018289.1,Mycobacterium_phage_Lilpickle,5859,2816,10663
940,NC_018289.1,Mycobacterium_phage_LilTurb,5859,2817,10664
941,NC_018289.1,Mycobacterium_phage_LindNT,5859,2818,10665
942,NZ_CP014196.1,Arthrobacter_phage_Link,153,2819,10666
943,NC_018289.1,Mycobacterium_phage_LinStu,5859,5483,10667
944,NZ_CP014196.1,Arthrobacter_phage_LiSara,153,2820,10668
945,NZ_CP014196.1,Arthrobacter_phage_Litotes,153,2821,10669
946,NC_018289.1,Mycobacterium_phage_LittleB,5859,2822,10670
947,NC_018289.1,Mycobacterium_phage_LittleCherry,5859,5484,10671
948,NC_018289.1,Mycobacterium_phage_LittleE,5859,2823,10672
949,NC_018289.1,Mycobacterium_phage_LittleGuy,5859,2824,10673
950,NC_018289.1,Mycobacterium_phage_LittleLaf,5859,2825,10674
951,NC_018289.1,Mycobacterium_phage_Littleton,5859,2826,10675
952,NC_018289.1,Mycobacterium_phage_LizLemon,5859,2827,10676
953,NC_018289.1,Mycobacterium_phage_Llama,5859,2828,10677
954,NC_018289.1,Mycobacterium_phage_Llij,5859,2829,10678
955,NC_018289.1,Mycobacterium_phage_Loadrie,5859,2830,10679
956,NC_018289.1,Mycobacterium_phage_Loanshark,5859,2831,10680
957,NC_018289.1,Mycobacterium_phage_Lockley,5859,2832,10681
958,NC_018289.1,Mycobacterium_phage_Lokk,5859,2833,10682
959,NC_018289.1,Mycobacterium_phage_Lolly9,5859,5485,10683
960,NC_018289.1,Mycobacterium_phage_Longacauda,5859,2834,10684
961,NC_018289.1,Mycobacterium_phage_Lopton,5859,2835,10685
962,NZ_CP016594.1,Gordonia_phage_LordFarquaad,1869,2836,10686
963,NZ_CP014196.1,Arthrobacter_phage_Lore,153,2837,10687
964,NC_018289.1,Mycobacterium_phage_Lorenzo,5859,2839,10689
965,NC_018289.1,Mycobacterium_phage_Loser,5859,5486,10690
966,NC_018289.1,Mycobacterium_phage_Louie6,5859,2840,10691
967,NC_018289.1,Mycobacterium_phage_LouisV14,5859,2841,10692
968,NZ_CP016594.1,Gordonia_phage_Lozinak,1869,2842,10693
969,NC_018289.1,Mycobacterium_phage_LRRHood,5859,2843,10694
970,NC_018289.1,Mycobacterium_phage_Luchador,5859,5487,10695
971,NC_018289.1,Mycobacterium_phage_Lucivia,5859,2844,10696
972,NZ_CP016594.1,Gordonia_phage_Lucky10,1869,5488,10697
973,NC_018289.1,Mycobacterium_phage_Lucky2013,5859,2845,10698
974,NC_018289.1,Mycobacterium_phage_LuckyMarjie,5859,2846,10699
975,NZ_CP014196.1,Arthrobacter_phage_Lucy,153,2847,10700
976,NC_018289.1,Mycobacterium_phage_LugYA,5859,2848,10701
977,NC_018289.1,Mycobacterium_phage_Lukilu,5859,2849,10702
978,NC_018289.1,Mycobacterium_phage_Lulumae,5859,2850,10703
979,NC_018289.1,Mycobacterium_phage_Lumos,5859,2851,10704
980,NZ_CP016594.1,Gordonia_phage_Lutum,1869,2852,10705
981,NZ_CP014196.1,Arthrobacter_phage_Lymara,153,2853,10706
982,NZ_CP016594.1,Gordonia_phage_Lysidious,1869,2854,10707
983,NC_018289.1,Mycobacterium_phage_Lysocool,5859,2855,10708
984,NC_018289.1,Mycobacterium_phage_Mabel,5859,2856,10709
985,NC_018289.1,Mycobacterium_phage_MacnCheese,5859,2857,10710
986,NC_018289.1,Mycobacterium_phage_MadamMonkfish,5859,2859,10712
987,NC_018289.1,Mycobacterium_phage_Madruga,5859,2860,10713
988,NC_018289.1,Mycobacterium_phage_Mag7,5859,2861,10714
989,NZ_CP014196.1,Arthrobacter_phage_Maggie,153,2862,10715
990,NC_018289.1,Mycobacterium_phage_Magnito,5859,2863,10716
991,NC_018289.1,Mycobacterium_phage_Magsby,5859,2864,10717
992,NC_018289.1,Mycobacterium_phage_Mahavrat,5859,2865,10718
993,NZ_CP016594.1,Gordonia_phage_Mahdia,1869,2866,10719
994,NC_018289.1,Mycobacterium_phage_Mainiac,5859,2868,10721
995,NC_018289.1,Mycobacterium_phage_Majeke,5859,2869,10722
996,NC_018289.1,Mycobacterium_phage_Makemake,5859,5489,10723
997,NC_018289.1,Mycobacterium_phage_Malinsilva,5859,2870,10724
998,NC_018289.1,Mycobacterium_phage_Malithi,5859,5490,10725
999,NC_018289.1,Mycobacterium_phage_Mana,5859,2871,10726
1000,NC_018289.1,Mycobacterium_phage_Manad,5859,5491,10727
1001,NC_018289.1,Mycobacterium_phage_Manatee,5859,2872,10728
1002,NC_018289.1,Mycobacterium_phage_Manda,5859,2873,10729
1003,NC_018289.1,Mycobacterium_phage_Mangethe,5859,2874,10730
1004,NC_018289.1,Mycobacterium_phage_Mantra,5859,2875,10731
1005,NZ_APVM00000000.1,Streptomyces_phage_Manuel,5787,2876,10732
1006,NC_018289.1,Mycobacterium_phage_Marcell,5859,2877,10733
1007,NC_018289.1,Mycobacterium_phage_Marcoliusprime,5859,2878,10734
1008,NC_018289.1,Mycobacterium_phage_Margo,5859,2879,10735
1009,NC_018289.1,Mycobacterium_phage_Marie,5859,2880,10736
1010,NZ_CP014196.1,Arthrobacter_phage_Mariposa,153,2881,10737
1011,NC_018289.1,Mycobacterium_phage_Maroc7,5859,2882,10738
1012,NC_018289.1,Mycobacterium_phage_MarQuardt,5859,5492,10739
1013,NZ_CP014196.1,Arthrobacter_phage_Martha,153,2883,10740
1014,NC_018289.1,Mycobacterium_phage_Marvin,5859,2884,10741
1015,NC_018289.1,Mycobacterium_phage_MarysWell,5859,2885,10742
1016,NC_018289.1,Mycobacterium_phage_Maskar,5859,2886,10743
1017,NZ_CP014196.1,Arthrobacter_phage_Massimo,153,2887,10744
1018,NC_018289.1,Mycobacterium_phage_Mattes,5859,2888,10745
1019,NC_018289.1,Mycobacterium_phage_Maverick,5859,2889,10746
1020,NC_018289.1,Mycobacterium_phage_Maxxinista,5859,2890,10747
1021,NC_018289.1,Mycobacterium_phage_Mazhar510,5859,2891,10748
1022,NC_018289.1,Mycobacterium_phage_McFly,5859,2892,10749
1023,NC_018289.1,Mycobacterium_phage_McGuire,5859,2893,10750
1024,NZ_JNHS00000000.1,Propionibacterium_phage_MEAK,5731,2894,10751
1025,NC_018289.1,Mycobacterium_phage_Medusa,5859,2895,10752
1026,NC_018289.1,Mycobacterium_phage_MeeZee,5859,2896,10753
1027,NC_018289.1,Mycobacterium_phage_Megabear,5859,2897,10754
1028,NZ_CP014196.1,Arthrobacter_phage_MeganNoll,153,2898,10755
1029,NC_018289.1,Mycobacterium_phage_Megatron,5859,2899,10756
1030,NZ_CP016594.1,Gordonia_phage_Melba,1869,2900,10757
1031,NC_018289.1,Mycobacterium_phage_Melissauren88,5859,2901,10758
1032,NC_018289.1,Mycobacterium_phage_Melpomini,5859,2902,10759
1033,NC_018289.1,Mycobacterium_phage_Melvin,5859,2903,10760
1034,NC_018289.1,Mycobacterium_phage_Mendokysei,5859,2904,10761
1035,NC_018289.1,Mycobacterium_phage_Mesh1,5859,2905,10762
1036,NC_018289.1,Mycobacterium_phage_MetalQZJ,5859,2906,10763
1037,NC_018289.1,Mycobacterium_phage_Methuselah,5859,2907,10764
1038,NC_018289.1,Mycobacterium_phage_MiaZeal,5859,5493,10765
1039,NC_018289.1,Mycobacterium_phage_MichelleMyBell,5859,5494,10766
1040,NC_018289.1,Mycobacterium_phage_Michley,5859,2908,10767
1041,NC_018289.1,Mycobacterium_phage_Microwolf,5859,2909,10768
1042,NC_018289.1,Mycobacterium_phage_Midas2,5859,2910,10769
1043,NC_018289.1,Mycobacterium_phage_MikeLiesIn,5859,2911,10770
1044,NC_018289.1,Mycobacterium_phage_Miko,5859,2912,10771
1045,NC_018289.1,Mycobacterium_phage_Mikota,5859,2913,10772
1046,NC_018289.1,Mycobacterium_phage_Miley16,5859,2914,10773
1047,NC_018289.1,Mycobacterium_phage_MilleniumForce,5859,2915,10774
1048,NC_018289.1,Mycobacterium_phage_Millski,5859,2916,10775
1049,NC_018289.1,Mycobacterium_phage_Milly,5859,5495,10776
1050,NC_018289.1,Mycobacterium_phage_Mindy,5859,5496,10777
1051,NC_018289.1,Mycobacterium_phage_Minerva,5859,5497,10778
1052,NC_018289.1,Mycobacterium_phage_MinionDave,5859,2917,10779
1053,NC_018289.1,Mycobacterium_phage_Minnie,5859,2918,10780
1054,NC_018289.1,Mycobacterium_phage_Misha28,5859,2919,10781
1055,NC_018289.1,Mycobacterium_phage_Misomonster,5859,2920,10782
1056,NC_018289.1,Mycobacterium_phage_MissWhite,5859,2921,10783
1057,NC_018289.1,Mycobacterium_phage_MISSy,5859,2922,10784
1058,NC_018289.1,Mycobacterium_phage_MisterCuddles,5859,2923,10785
1059,NC_018289.1,Mycobacterium_phage_MitKao,5859,2924,10786
1060,NC_018289.1,Mycobacterium_phage_Mitti,5859,2925,10787
1061,NC_018289.1,Mycobacterium_phage_MkaliMitinis3,5859,2926,10788
1062,NC_018750.1,Streptomyces_phage_Mojorita,126,2927,10789
1063,NZ_CP014196.1,Arthrobacter_phage_Moki,153,2928,10790
1064,NZ_CP014196.1,Arthrobacter_phage_Molivia,153,2929,10791
1065,NZ_CP016594.1,Gordonia_phage_Mollymur,1869,2930,10792
1066,NZ_CP014196.1,Arthrobacter_phage_Moloch,153,2931,10793
1067,NC_018289.1,Mycobacterium_phage_Momo,5859,2932,10794
1068,NC_018289.1,Mycobacterium_phage_MoMoMixon,5859,5498,10795
1069,NC_018289.1,Mycobacterium_phage_MoneyMay,5859,2933,10796
1070,NZ_CP016594.1,Gordonia_phage_Monty,1869,5499,10797
1071,NC_018289.1,Mycobacterium_phage_MooMoo,5859,2934,10798
1072,NC_018289.1,Mycobacterium_phage_MOOREtheMARYer,5859,5500,10799
1073,NC_018289.1,Mycobacterium_phage_Morgushi,5859,2935,10800
1074,NC_018289.1,Mycobacterium_phage_Morizzled23,5859,2936,10801
1075,NC_018289.1,Mycobacterium_phage_Morpher26,5859,2937,10802
1076,NZ_JNXA00000000.1,Gordonia_phage_Morrissey,5741,2938,10803
1077,NC_018289.1,Mycobacterium_phage_Morrow,5859,2939,10804
1078,NC_018289.1,Mycobacterium_phage_Mortcellus,5859,2940,10805
1079,NC_018289.1,Mycobacterium_phage_Morty,5859,2941,10806
1080,NC_018289.1,Mycobacterium_phage_Mosaic,5859,2942,10807
1081,NC_018289.1,Mycobacterium_phage_Mosby,5859,2943,10808
1082,NC_018289.1,Mycobacterium_phage_MosMoris,5859,5501,10809
1083,NZ_JNHS00000000.1,Propionibacterium_phage_Moyashi,5731,5502,10810
1084,NC_018289.1,Mycobacterium_phage_Mozy,5859,2944,10811
1085,NC_018289.1,Mycobacterium_phage_MPlant7149,5859,2945,10812
1086,NC_018289.1,Mycobacterium_phage_MRabcd,5859,2946,10813
1087,NZ_JNHS00000000.1,Propionibacterium_phage_MrAK,5731,5503,10814
1088,NC_018289.1,Mycobacterium_phage_MrGordo,5859,2947,10815
1089,NC_018289.1,Mycobacterium_phage_MrMagoo,5859,2948,10816
1090,NC_018289.1,Mycobacterium_phage_Mryolo,5859,2949,10817
1091,NZ_CP016594.1,Gordonia_phage_Msay19,1869,2950,10818
1092,NC_018289.1,Mycobacterium_phage_MsGreen,5859,2951,10819
1093,NC_018289.1,Mycobacterium_phage_MuchMore,5859,2953,10821
1094,NZ_CP014196.1,Arthrobacter_phage_Mudcat,153,5504,10822
1095,NC_018289.1,Mycobacterium_phage_Muddy,5859,2954,10823
1096,NC_018289.1,Mycobacterium_phage_Mufasa,5859,5505,10824
1097,NZ_CP014196.1,Arthrobacter_phage_Mufasa8,153,2955,10825
1098,NC_018289.1,Mycobacterium_phage_Mulan,5859,2956,10826
1099,NC_018289.1,Mycobacterium_phage_Mulciber,5859,5506,10827
1100,NC_018289.1,Mycobacterium_phage_Mule,5859,2957,10828
1101,NC_018289.1,Mycobacterium_phage_Munch,5859,2958,10829
1102,NC_018289.1,Mycobacterium_phage_Mundrea,5859,2959,10830
1103,NC_018289.1,Mycobacterium_phage_Murdoc,5859,2960,10831
1104,NC_018289.1,Mycobacterium_phage_Murica,5859,2961,10832
1105,NC_018289.1,Mycobacterium_phage_Murphy,5859,5507,10833
1106,NC_018289.1,Mycobacterium_phage_Murucutumbu,5859,5508,10834
1107,NC_018289.1,Mycobacterium_phage_Museum,5859,2962,10835
1108,NC_018289.1,Mycobacterium_phage_Mutaforma13,5859,2963,10836
1109,NC_018289.1,Mycobacterium_phage_Mutante,5859,2964,10837
1110,NZ_CP014196.1,Arthrobacter_phage_Muttlie,153,2965,10838
1111,NZ_CP016594.1,Gordonia_phage_Mutzi,1869,2966,10839
1112,NC_018289.1,Mycobacterium_phage_Mynx,5859,2967,10840
1113,NC_018289.1,Mycobacterium_phage_MyraDee,5859,2968,10841
1114,NC_018289.1,Mycobacterium_phage_Myrna,5859,5509,10842
1115,NC_018289.1,Mycobacterium_phage_Myxus,5859,2969,10843
1116,NC_018289.1,Mycobacterium_phage_Naca,5859,2971,10845
1117,NC_018289.1,Mycobacterium_phage_Nacho,5859,2972,10846
1118,NZ_CP016594.1,Gordonia_phage_Nadeem,1869,2973,10847
1119,NC_018289.1,Mycobacterium_phage_Naira,5859,2975,10855
1120,NC_018289.1,Mycobacterium_phage_Nairb,5859,2976,10856
1121,NC_018289.1,Mycobacterium_phage_Nala,5859,5510,10857
1122,NC_018289.1,Mycobacterium_phage_Nanosmite,5859,2979,10867
1123,NC_018289.1,Mycobacterium_phage_Napoleon13,5859,2980,10868
1124,NC_018289.1,Mycobacterium_phage_Nappy,5859,5512,10869
1125,NC_018289.1,Mycobacterium_phage_NaSiaTalie,5859,2981,10870
1126,NZ_CP014196.1,Arthrobacter_phage_Nason,153,2982,10871
1127,NC_018289.1,Mycobacterium_phage_Nazo,5859,2984,10879
1128,NC_018289.1,Mycobacterium_phage_NearlyHeadless,5859,2985,10880
1129,NC_018289.1,Mycobacterium_phage_Nebkiss,5859,2986,10881
1130,NC_018289.1,Mycobacterium_phage_NEHalo,5859,2987,10882
1131,NC_018289.1,Mycobacterium_phage_NelitzaMV,5859,5513,10883
1132,NZ_CP014196.1,Arthrobacter_phage_Nellie,153,2988,10884
1133,NC_018289.1,Mycobacterium_phage_Nemo27,5859,2989,10885
1134,NC_018289.1,Mycobacterium_phage_Nenae,5859,2990,10886
1135,NZ_CP016594.1,Gordonia_phage_Neoevie,1869,2991,10887
1136,NC_018289.1,Mycobacterium_phage_Nerujay,5859,5514,10889
1137,NZ_APVM00000000.1,Streptomyces_phage_Nesbitt,5787,2993,10890
1138,NC_018289.1,Mycobacterium_phage_Newman,5859,5515,10891
1139,NC_018289.1,Mycobacterium_phage_Nhonho,5859,5516,10892
1140,NC_018289.1,Mycobacterium_phage_Nibb,5859,2994,10893
1141,NC_018289.1,Mycobacterium_phage_Nicholas,5859,2995,10894
1142,NC_018289.1,Mycobacterium_phage_Nicholasp3,5859,2996,10895
1143,NC_018289.1,Mycobacterium_phage_Nicolasphaqe,5859,2997,10896
1144,NC_018289.1,Mycobacterium_phage_NicoleTera,5859,2998,10897
1145,NC_018289.1,Mycobacterium_phage_Nidhogg,5859,2999,10898
1146,NC_018289.1,Mycobacterium_phage_Nigel,5859,5517,10899
1147,NZ_CP014196.1,Arthrobacter_phage_Nightmare,153,3000,10900
1148,NC_018289.1,Mycobacterium_phage_Niklas,5859,3001,10901
1149,NZ_CP014196.1,Arthrobacter_phage_Niktson,153,3002,10902
1150,NC_018289.1,Mycobacterium_phage_Nilo,5859,3003,10903
1151,NZ_CP016594.1,Gordonia_phage_Nimi13,1869,3004,10904
1152,NC_018289.1,Mycobacterium_phage_Nimrod,5859,3005,10905
1153,NZ_JNXA00000000.1,Gordonia_phage_Nina,5741,3006,10906
1154,NC_018289.1,Mycobacterium_phage_Nitzel,5859,3007,10907
1155,NC_018289.1,Mycobacterium_phage_Niza,5859,3008,10908
1156,NC_018289.1,Mycobacterium_phage_NoodleTree,5859,3009,10909
1157,NC_018289.1,Mycobacterium_phage_Norbert,5859,3011,10911
1158,NZ_CP016594.1,Gordonia_phage_Nordenberg,1869,3012,10912
1159,NC_018289.1,Mycobacterium_phage_Norm,5859,3013,10913
1160,NC_018289.1,Mycobacterium_phage_NorthStar,5859,3014,10914
1161,NZ_CP016594.1,Gordonia_phage_NosilaM,1869,3015,10915
1162,NC_018289.1,Mycobacterium_phage_NoSleep,5859,3016,10916
1163,NC_018289.1,Mycobacterium_phage_Nova,5859,3017,10917
1164,NZ_CP014196.1,Arthrobacter_phage_Nubia,153,3019,10919
1165,NC_018289.1,Mycobacterium_phage_NuevoMundo,5859,3020,10920
1166,NZ_CP016594.1,Gordonia_phage_Nyceirae,1869,5518,10921
1167,NZ_CP016594.1,Gordonia_phage_Nymphadora,1869,5519,10922
1168,NC_018289.1,Mycobacterium_phage_Nyxis,5859,5520,10923
1169,NC_018289.1,Mycobacterium_phage_Oaker,5859,5521,10924
1170,NC_018289.1,Mycobacterium_phage_Obama12,5859,5522,10925
1171,NZ_CP016594.1,Gordonia_phage_Obliviate,1869,5523,10926
1172,NC_018289.1,Mycobacterium_phage_OBUpride,5859,3021,10927
1173,NC_018289.1,Mycobacterium_phage_OctaviousRex,5859,3022,10928
1174,NC_018289.1,Mycobacterium_phage_Odin,5859,3023,10929
1175,NC_018289.1,Mycobacterium_phage_OfUltron,5859,3024,10930
1176,NC_018289.1,Mycobacterium_phage_Ogopogo,5859,3025,10931
1177,NC_018289.1,Mycobacterium_phage_OKCentral2016,5859,3026,10932
1178,NC_018289.1,Mycobacterium_phage_OkiRoe,5859,5524,10933
1179,NC_018289.1,Mycobacterium_phage_OlanP,5859,3027,10934
1180,NC_018289.1,Mycobacterium_phage_OldBen,5859,3028,10935
1181,NC_018289.1,Mycobacterium_phage_Oline,5859,5525,10937
1182,NC_018289.1,Mycobacterium_phage_Olive,5859,3030,10938
1183,NC_018289.1,Mycobacterium_phage_OliverWalter,5859,3031,10939
1184,NC_018289.1,Mycobacterium_phage_Ollie,5859,3032,10940
1185,NC_018289.1,Mycobacterium_phage_OlympiaSaint,5859,3033,10941
1186,NZ_CP014196.1,Arthrobacter_phage_OMalley,153,3035,10943
1187,NC_018289.1,Mycobacterium_phage_Omega,5859,3036,10944
1188,NC_018289.1,Mycobacterium_phage_Omnicron,5859,3037,10945
1189,NZ_CP016594.1,Gordonia_phage_OneUp,1869,5526,10946
1190,NC_018289.1,Mycobacterium_phage_Oogway,5859,3038,10947
1191,NC_018289.1,Mycobacterium_phage_Oosterbaan,5859,3039,10948
1192,NC_018289.1,Mycobacterium_phage_Opia,5859,3040,10949
1193,NC_018289.1,Mycobacterium_phage_Optimus,5859,3041,10950
1194,NC_018289.1,Mycobacterium_phage_OrangeOswald,5859,3042,10951
1195,NZ_CP016594.1,Gordonia_phage_Orchid,1869,5527,10952
1196,NC_018289.1,Mycobacterium_phage_Orion,5859,5528,10953
1197,NC_018289.1,Mycobacterium_phage_OrionPax,5859,3043,10954
1198,NC_018289.1,Mycobacterium_phage_Oscar,5859,3044,10955
1199,NC_018289.1,Mycobacterium_phage_OSmaximus,5859,5529,10956
1200,NZ_CP014196.1,Arthrobacter_phage_OurGirlNessie,153,3045,10957
1201,NZ_JNHS00000000.1,Propionibacterium_phage_Ouroboros,5731,5530,10958
1202,NC_018289.1,Mycobacterium_phage_Ovechkin,5859,5531,10959
1203,NC_018289.1,Mycobacterium_phage_OwlsT2W,5859,3046,10960
1204,NZ_CP014196.1,Arthrobacter_phage_Oxynfrius,153,3047,10961
1205,NZ_APVM00000000.1,Streptomyces_phage_OzzyJ,5787,3048,10962
1206,NZ_JNHS00000000.1,Propionibacterium_phage_P1.1,5731,5532,10963
1207,NZ_JNHS00000000.1,Propionibacterium_phage_P100A,5731,3050,10982
1208,NZ_JNHS00000000.1,Propionibacterium_phage_P100D,5731,5533,10983
1209,NZ_JNHS00000000.1,Propionibacterium_phage_P101A,5731,5534,10984
1210,NZ_JNHS00000000.1,Propionibacterium_phage_P104A,5731,5535,10985
1211,NZ_JNHS00000000.1,Propionibacterium_phage_P104B,5731,3051,10986
1212,NZ_JNHS00000000.1,Propionibacterium_phage_P106A,5731,3052,11005
1213,NZ_JNHS00000000.1,Propionibacterium_phage_P106C,5731,3053,11006
1214,NZ_JNHS00000000.1,Propionibacterium_phage_P106L,5731,3055,11025
1215,NZ_JNHS00000000.1,Propionibacterium_phage_P106M,5731,3056,11026
1216,NZ_JNHS00000000.1,Propionibacterium_phage_P107C,5731,3058,11045
1217,NZ_JNHS00000000.1,Propionibacterium_phage_P108C,5731,3059,11046
1218,NZ_JNHS00000000.1,Propionibacterium_phage_P14.4,5731,5537,11047
1219,NC_018289.1,Mycobacterium_phage_P28Green,5859,3060,11048
1220,NZ_JNHS00000000.1,Propionibacterium_phage_P9.1,5731,5538,11049
1221,NC_018289.1,Mycobacterium_phage_Pacc40,5859,3061,11068
1222,NC_018289.1,Mycobacterium_phage_PacerPaul,5859,3062,11069
1223,NC_018289.1,Mycobacterium_phage_PackMan,5859,3063,11070
1224,NZ_APVM00000000.1,Streptomyces_phage_Paedore,5787,3065,11089
1225,NC_018289.1,Mycobacterium_phage_Paito,5859,3066,11090
1226,NC_018289.1,Mycobacterium_phage_Palestino,5859,3067,11091
1227,NC_018289.1,Mycobacterium_phage_Panamaxus,5859,3068,11092
