organism_ptr_id,designation,baltimore_classification_id
3739,Escherichia_phage_vB_EcoM_Alf5,NULL
3740,Escherichia_phage_Envy,NULL
3741,Enterobacter_phage_Tyrion,NULL
3742,Lactococcus_phage_M5938,NULL
3743,Lactococcus_phage_D4410,NULL
3744,Bacillus_phage_Nemo,NULL
3745,Pectobacterium_phage_PP16,NULL
3746,Citrobacter_phage_SH1,NULL
3747,Lactococcus_phage_98201,NULL
3748,Pseudomonas_phage_PEV2,NULL
3749,Rhodovulum_phage_vB_RhkS_P1,NULL
3750,Bacillus_phage_PfEFR-5,NULL
3751,Bacillus_phage_DirtyBetty,NULL
3752,Klebsiella_phage_PKP126,NULL
3753,Enterobacteria_phage_vB_EcoS_NBD2,NULL
3754,Bacillus_phage_NotTheCreek,NULL
3755,Escherichia_phage_HY03,NULL
3756,Staphylococcus_phage_BP39,NULL
3757,Lactococcus_phage_M6165,NULL
3758,Erwinia_phage_vB_EamM_Phobos,NULL
3759,Salmonella_phage_NR01,NULL
3760,Lactococcus_phage_50101,NULL
3761,Bacillus_phage_Nigalana,NULL
3762,Lactobacillus_phage_PLE2,NULL
3763,Escherichia_phage_UFV-AREG1,NULL
3764,Bacillus_phage_SageFayge,NULL
3765,Salmonella_phage_phSE-2,NULL
3766,Klebsiella_phage_KpV475,NULL
3767,Shigella_phage_SHSML-45,NULL
3768,Citrobacter_phage_SH4,NULL
3769,Lactococcus_phage_63301,NULL
3770,Bacillus_phage_Claudi,NULL
3771,Pseudomonas_phage_Andromeda,NULL
3772,Lactococcus_phage_28201,NULL
3773,Bacillus_phage_Kida,NULL
3774,Shigella_phage_SHFML-26,NULL
3775,Erwinia_phage_vB_EamM_Kwan,NULL
3776,Lactococcus_phage_D4412,NULL
3777,Staphylococcus_phage_SLPW,NULL
3778,Erwinia_phage_vB_EamM_EarlPhillipIV,NULL
3779,Escherichia_phage_Gluttony,NULL
3780,Pseudomonas_phage_MD8,NULL
3781,Enterococcus_phage_SANTOR1,NULL
3782,Enterobacteria_phage_UAB_Phi20,NULL
3783,Shigella_phage_SHBML-50-1,NULL
3784,Salmonella_phage_vB_SnwM_CGG4-1,NULL
3785,Bacillus_phage_SalinJah,NULL
3786,Bacillus_phage_Belinda,NULL
3787,Morganella_phage_vB_MmoM_MP1,NULL
3788,Lactococcus_phage_PLgT-1,NULL
3789,Lactococcus_phage_M6162,NULL
3790,Citrobacter_phage_SH3,NULL
3791,Acinetobacter_phage_phiAB6,NULL
3792,Bacillus_phage_AR9,NULL
3793,Bacillus_phage_DIGNKC,NULL
3794,Erwinia_phage_vB_EamM_ChrisDB,NULL
3795,Lactobacillus_phage_PLE3,NULL
3796,Bacillus_phage_Zuko,NULL
3797,Erwinia_phage_vB_EamM_Asesino,NULL
3798,Pseudomonas_phage_vB_PaeM_MAG1,NULL
3799,Shigella_phage_SHFML-11,NULL
3800,Clostridium_phage_phiCTC2B,NULL
3801,Clostridium_phage_phiCTC2A,NULL
3802,Streptococcus_phage_phiARI0923,NULL
3803,Pseudomonas_phage_vB_PsyM_KIL1,NULL
3804,Staphylococcus_phage_Stau2,NULL
3805,Pseudomonas_phage_JBD44,NULL
3806,Pseudomonas_phage_YMC11/06/C171_PPU_BP,NULL
3807,Bacillus_phage_Eldridge,NULL
3808,Pseudomonas_phage_K5,NULL
3809,Pseudomonas_phage_phi3,NULL
3810,Pseudomonas_phage_phi2,NULL
3811,Bacillus_phage_Shbh1,NULL
3812,Salmonella_phage_118970_sal4,NULL
3813,Pseudomonas_phage_JBD93,NULL
3814,Pseudomonas_phage_JBD69,NULL
3815,Clostridium_phage_phiCT19406A,NULL
3816,Clostridium_phage_phiCT19406B,NULL
3817,Escherichia_phage_SUSP2,NULL
3818,Escherichia_phage_SUSP1,NULL
3819,Escherichia_phage_PE3-1,NULL
3820,Erwinia_phage_vB_EamP-L1,NULL
3821,Campylobacter_virus_CPX,NULL
3822,Streptococcus_phage_Dp-1,NULL
3823,Enterobacteria_phage_ST104,NULL
3824,Enterococcus_phage_vB_EfaS_IME198,NULL
3825,Enterococcus_phage_vB_EfaS_IME196,NULL
3826,Enterococcus_phage_vB_EfaP_IME195,NULL
3827,Enterococcus_phage_vB_EfaS_IME197,NULL
3828,Arthrobacter_phage_vB_ArtM-ArV1,NULL
3829,Enterobacter_phage_phiEap-2,NULL
3830,Pseudomonas_phage_YH30,NULL
3831,Lactobacillus_phage_iLp1308,NULL
3832,Lactobacillus_phage_CL1,NULL
3833,Lactobacillus_phage_CL2,NULL
3834,Lactobacillus_phage_iA2,NULL
3835,Lactobacillus_phage_iLp84,NULL
3836,Cronobacter_phage_S13,NULL
3837,Cronobacter_phage_CR5,NULL
3838,Pseudomonas_phage_PAE1,NULL
3839,Rhodobacter_phage_RcTitan,NULL
3840,Rhodobacter_phage_RcRhea,NULL
3841,Croceibacter_phage_P2559Y,NULL
3842,Xylella_phage_Prado,NULL
3843,Xylella_phage_Paz,NULL
3844,Pseudoalteromonas_phage_Pq0,NULL
3845,Salmonella_phage_19,NULL
3846,Salmonella_phage_36,NULL
3847,Salmonella_phage_21,NULL
3848,Salmonella_phage_37,NULL
3849,Salmonella_phage_38,NULL
3850,Rhizobium_phage_vB_RleM_PPF1,NULL
3851,Shigella_phage_pSf-2,NULL
3852,Escherichia_phage_CICC_80001,NULL
3853,Vibrio_phage_ValKK3,NULL
3854,Pseudomonas_phage_PAK_P3,NULL
3855,Escherichia_phage_slur02,NULL
3856,Escherichia_phage_slur01,NULL
3857,Escherichia_phage_CAjan,NULL
3858,Escherichia_Stx1_converting_phage,NULL
3859,Vibrio_phage_phiVC8,NULL
3860,Pectobacterium_phage_phiTE,NULL
3861,Escherichia_virus_phiEco32,NULL
3862,Enterobacteria_phage_cdtI,NULL
3863,Escherichia_phage_slur05,NULL
3864,Escherichia_phage_slur14,NULL
3865,Escherichia_phage_slur16,NULL
3866,Chlamydia_phage_2,NULL
3867,Vibrio_phage_VFJ,NULL
3868,Yersinia_phage_phiR201,NULL
3869,Pseudomonas_phage_DL68,NULL
3870,Pseudomonas_phage_DL54,NULL
3871,Pseudomonas_phage_DL64,NULL
3872,Pseudomonas_phage_DL62,NULL
3873,Pseudomonas_phage_DL60,NULL
3874,Pseudomonas_phage_K8,NULL
3875,Achromobacter_phage_phiAxp-1,NULL
3876,Paenibacillus_phage_Fern,NULL
3877,Paenibacillus_phage_Xenia,NULL
3878,Paenibacillus_phage_Vegas,NULL
3879,Paenibacillus_phage_Harrison,NULL
3880,Staphylococcus_phage_812,NULL
3881,Proteus_phage_PM_93,NULL
3882,Clostridium_phage_phiCDHM13,NULL
3883,Pectobacterium_phage_Peat1,NULL
3884,Cronobacter_phage_Dev2,NULL
3885,Achromobacter_phage_phiAxp-2,NULL
3886,Pseudomonas_phage_PaoP5,NULL
3887,Bacillus_phage_Bp8p-C,NULL
3888,Staphylococcus_phage_SPbeta-like,NULL
3889,Lactococcus_phage_GE1,NULL
3890,Ralstonia_phage_RS138,NULL
3891,Brevibacillus_phage_Jimmer1,NULL
3892,Enterobacter_phage_E-2,NULL
3893,Klebsiella_phage_KP36,NULL
3894,Caulobacter_phage_Percy,NULL
3895,Escherichia_phage_APCEc01,NULL
3896,Erysipelothrix_phage_SE-1,NULL
3897,Achromobacter_phage_JWF,NULL
3898,Lactobacillus_phage_LfeSau,NULL
3899,Rhodoferax_phage_P26218,NULL
3900,Lactobacillus_phage_LfeInf,NULL
3901,Staphylococcus_phage_phiJB,NULL
3902,Guinea_pig_Chlamydia_phage,NULL
3903,Escherichia_phage_Stx2_II,NULL
3904,Dickeya_virus_Limestone,NULL
3905,Verrucomicrobia_phage_P8625,NULL
3906,Sinorhizobium_phage_phiLM21,NULL
3907,Staphylococcus_phage_SMSAP5,NULL
3908,Staphylococcus_virus_108PVL,NULL
3909,Enterobacteria_phage_phi92,NULL
3910,Escherichia_virus_SSL2009a,NULL
3911,Pseudoalteromonas_phage_H105/1,NULL
3912,Lactococcus_virus_CB14,NULL
3913,Lactococcus_virus_CB13,NULL
3914,Mycobacterium_phage_Quink,NULL
3915,Vibrio_phage_CTX,NULL
3916,Thermus_virus_IN93,NULL
3917,Pseudomonas_phage_LKA1,NULL
3918,Lactobacillus_phage_phi_jlb1,NULL
3919,Bacillus_phage_Stills,NULL
3920,Clostridium_phage_phiMMP03,NULL
3921,Clostridium_phage_phiCD146,NULL
3922,Clostridium_phage_phiCD481-1,NULL
3923,Clostridium_phage_phiCD111,NULL
3924,Clostridium_phage_phiMMP01,NULL
3925,Clostridium_phage_phiCD506,NULL
3926,Clostridium_phage_phiCD505,NULL
3927,Clostridium_phage_phiCT9441A,NULL
3928,Bacillus_phage_phi4J1,NULL
3929,Clostridium_phage_phiCT19406C,NULL
3930,Clostridium_phage_phiCT453B,NULL
3931,Clostridium_phage_phiCT453A,NULL
3932,Bacillus_phage_phi4B1,NULL
3933,Citrobacter_phage_phiCFP-1,NULL
3934,Citrobacter_phage_Merlin,NULL
3935,Bacillus_phage_Stahl,NULL
3936,Enterobacter_phage_phiEap-1,NULL
3937,Citrobacter_phage_Margaery,NULL
3938,Synechococcus_phage_S-CBP42,NULL
3939,Streptococcus_phage_APCM01,NULL
3940,Brevibacillus_phage_Abouo,NULL
3941,Enterobacteria_phage_JenP1,NULL
3942,Enterococcus_phage_EFLK1,NULL
3943,Staphylococcus_phage_IME-SA4,NULL
3944,Bacillus_virus_250,NULL
3945,Escherichia_phage_JH2,NULL
3946,Enterobacteria_phage_JenK1,NULL
3947,Stenotrophomonas_phage_vB_SmaS-DLP_2,NULL
3948,Citrobacter_phage_IME-CF2,NULL
3949,Parabacteroides_phage_YZ-2015a,NULL
3950,Staphylococcus_phage_SA97,NULL
3951,Enterococcus_phage_EFDG1,NULL
3952,Ralstonia_phage_RSJ5,NULL
3953,Streptomyces_phage_phiSAJS1,NULL
3954,Microcystis_phage_MaMV-DC,NULL
3955,Stenotrophomonas_phage_IME13,NULL
3956,Pseudomonas_phage_PhiPA3,NULL
3957,Enterobacteria_phage_JenP2,NULL
3958,Acinetobacter_phage_phiAC-1,NULL
3959,Ralstonia_phage_RSJ2,NULL
3960,Streptococcus_phage_M102AD,NULL
3961,Bacillus_phage_Shanette,NULL
3962,Bacillus_phage_JL,NULL
3963,Klebsiella_phage_vB_KpnP_KpV289,NULL
3964,Brevibacillus_phage_Osiris,NULL
3965,Mycobacterium_phage_BrownCNA,NULL
3966,Propionibacterium_phage_PAC1,NULL
3967,Staphylococcus_phage_phiIPLA-C1C,NULL
3968,Escherichia_phage_vB_EcoM_VR26,NULL
3969,Mannheimia_phage_vB_MhS_1152AP2,NULL
3970,Sinorhizobium_phage_phiN3,NULL
3971,Bacillus_phage_Eyuki,NULL
3972,Escherichia_phage_pro483,NULL
3973,Pseudomonas_phage_vB_Pae_PS44,NULL
3974,Pseudomonas_phage_PhiCHU,NULL
3975,Paenibacillus_phage_Tripp,NULL
3976,Listeria_phage_vB_LmoS_293,NULL
3977,Bacillus_phage_Palmer,NULL
3978,Escherichia_phage_vB_EcoM_VR25,NULL
3979,Staphylococcus_phage_3MRA,NULL
3980,Proteus_phage_vB_PmiP_Pm5460,NULL
3981,Staphylococcus_phage_B236,NULL
3982,Escherichia_phage_172-1,NULL
3983,Lactococcus_virus_Sl4,NULL
3984,Ralstonia_phage_RSF1,NULL
3985,Mannheimia_phage_vB_MhM_587AP1,NULL
3986,Escherichia_phage_pro147,NULL
3987,Vibrio_phage_phi_3,NULL
3988,Escherichia_phage_vB_EcoM_VR20,NULL
3989,Bacillus_phage_AvesoBmore,NULL
3990,Pseudomonas_phage_vB_PaeM_PS24,NULL
3991,Enterobacteria_phage_vB_EcoM_VR5,NULL
3992,Pseudomonas_phage_PaMx42,NULL
3993,Escherichia_phage_HY02,NULL
3994,Listeria_phage_vB_LmoS_188,NULL
3995,Klebsiella_phage_vB_KpnP_SU552A,NULL
3996,Escherichia_phage_P694,NULL
3997,Staphylococcus_phage_vB_SauS_phi2,NULL
3998,Staphylococcus_phage_B166,NULL
3999,Acinetobacter_phage_YMC11/12/R2315,NULL
4000,Mannheimia_phage_vB_MhS_535AP2,NULL
4001,Yersinia_phage_vB_YenP_ISAO8,NULL
4002,Acinetobacter_phage_Fri1,NULL
4003,Achromobacter_phage_83-24,NULL
4004,Enterococcus_phage_IME-EFm5,NULL
4005,Escherichia_phage_vB_EcoM_AYO145A,NULL
4006,Escherichia_phage_P483,NULL
4007,Staphylococcus_phage_StB20-like,NULL
4008,Yersinia_phage_vB_YenM_TG1,NULL
4009,Klebsiella_phage_vB_KpnP_SU503,NULL
4010,Proteus_phage_pPM_01,NULL
4011,Brevibacillus_phage_Jenst,NULL
4012,Klebsiella_phage_K5,NULL
4013,Vibrio_phage_phi_1,NULL
4014,Enterobacter_phage_E-3,NULL
4015,Bacillus_phage_VMY22,NULL
4016,Klebsiella_phage_1513,NULL
4017,Bacillus_phage_Pavlov,NULL
4018,Staphylococcus_phage_23MRA,NULL
4019,Klebsiella_phage_Sushi,NULL
4020,Pseudomonas_phage_PaMx11,NULL
4021,Achromobacter_phage_JWX,NULL
4022,Mannheimia_phage_vB_MhM_3927AP2,NULL
4023,Staphylococcus_phage_phiIPLA-RODI,NULL
4024,Proteus_phage_vB_PmiM_Pm5461,NULL
4025,Klebsiella_phage_KLPN1,NULL
4026,Paenibacillus_phage_HB10c2,NULL
4027,Salmonella_phage_Shivani,NULL
4028,Klebsiella_phage_Matisse,NULL
4029,Brevibacillus_phage_Sundance,NULL
4030,Cellulophaga_phage_phi14:2,NULL
4031,Cellulophaga_phage_phi12a:1,NULL
4032,Cellulophaga_phage_phi39:1,NULL
4033,Cellulophaga_phage_phi13:2,NULL
4034,Cellulophaga_phage_phi10:1,NULL
4035,Cellulophaga_phage_phi46:1,NULL
4036,Cellulophaga_phage_phi19:1,NULL
4037,Cellulophaga_phage_phi17:2,NULL
4038,Cellulophaga_phage_phi12:2,NULL
4039,Cellulophaga_phage_phi38:1,NULL
4040,Cellulophaga_phage_phi17:1,NULL
4041,Cellulophaga_phage_phi18:3,NULL
4042,Cellulophaga_phage_phi48:2,NULL
4043,Cellulophaga_phage_phi46:3,NULL
4044,Cellulophaga_phage_phi12:1,NULL
4045,Cellulophaga_phage_phi18:1,NULL
4046,Cellulophaga_phage_phi19:3,NULL
4047,Cellulophaga_phage_phi4:1,NULL
4048,Lactococcus_virus_ASCC191,NULL
4049,Klebsiella_phage_vB_KpnM_KB57,NULL
4050,Mannheimia_phage_vB_MhS_587AP2,NULL
4051,Salmonella_phage_f18SE,NULL
4052,Cronobacter_phage_PBES_02,NULL
4053,Delftia_phage_IME-DE1,NULL
4054,Streptococcus_phage_T12,NULL
4055,Streptococcus_phage_A25,NULL
4056,Propionibacterium_phage_PA1-14,NULL
4057,Klebsiella_phage_vB_Kp1,NULL
4058,Acinetobacter_phage_vB_AbaP_PD-6A3,NULL
4059,Acinetobacter_phage_vB_AbaP_PD-AB9,NULL
4060,Sinorhizobium_phage_phiM9,NULL
4061,Acinetobacter_phage_phiAB1,NULL
4062,Klebsiella_phage_KpV41,NULL
4063,Streptococcus_phage_Str-PAP-1,NULL
4064,Klebsiella_phage_Kp2,NULL
4065,Pseudomonas_phage_PPPL-1,NULL
4066,Escherichia_phage_phi191,NULL
4067,Pseudomonas_phage_YMC11/02/R656,NULL
4068,Yersinia_phage_vB_YenP_AP10,NULL
4069,Pseudomonas_phage_C11,NULL
4070,Hydrogenobaculum_phage_1,NULL
4071,Lactobacillus_phage_phiLdb,NULL
4072,Escherichia_virus_DT57C,NULL
4073,Escherichia_phage_YD-2008.s,NULL
4074,Proteus_phage_PM_85,NULL
4075,Synechococcus_phage_S-CBP4,NULL
4076,Synechococcus_phage_S-CBP3,NULL
4077,Synechococcus_phage_S-CBP1,NULL
4078,Synechococcus_phage_S-CBP2,NULL
4079,Escherichia_phage_PA2,NULL
4080,Escherichia_phage_ECBP5,NULL
4081,Pseudomonas_phage_PaP1,NULL
4082,Bacillus_phage_JBP901,NULL
4083,Bacillus_phage_BCP8-2,NULL
4084,Staphylococcus_virus_SA11,NULL
4085,Pseudomonas_phage_phi13,NULL
4086,Escherichia_phage_vB_EcoM_ECO1230-10,NULL
4087,Leuconostoc_phage_1-A4,NULL
4088,Escherichia_phage_K1-dep(1),NULL
4089,Escherichia_phage_K1-dep(4),NULL
4090,Staphylococcus_phage_SA1,NULL
4091,Escherichia_phage_vB_EcoP_24B,NULL
4092,Lactobacillus_phage_phiPYB5,NULL
4093,Proteus_phage_PM16,NULL
4094,Thermus_virus_P23-77,NULL
4095,Flavobacterium_phage_FCL-2,NULL
4096,Enterococcus_phage_vB_Efae230P-4,NULL
4097,Escherichia_phage_vB_EcoM-ep3,NULL
4098,Campylobacter_phage_CP30A,NULL
4099,Citrobacter_virus_Stevie,NULL
4100,Salmonella_phage_vB_SenS-Ent3,NULL
4101,Salmonella_phage_vB_SenS-Ent2,NULL
4102,Salmonella_phage_Ent1,NULL
4103,Salmonella_phage_STP4-a,NULL
4104,Pseudomonas_phage_vB_PaeP_PAO1_Ab05,NULL
4105,Pseudomonas_phage_vB_PaeS_PAO1_Ab30,NULL
4107,Pseudomonas_phage_vB_PaeP_C2-10_Ab22,NULL
4108,Pseudomonas_phage_vB_PaeS_PAO1_Ab18,NULL
4109,Pseudomonas_phage_vB_PaeM_PAO1_Ab03,NULL
4110,Pseudomonas_phage_vB_PaeM_PAO1_Ab27,NULL
4111,Pseudomonas_phage_vB_PaeP_C2-10_Ab09,NULL
4112,Brevibacillus_phage_Davies,NULL
4113,Helicobacter_phage_KHP40,NULL
4114,Helicobacter_phage_KHP30,NULL
4115,Vibrio_phage_QH,NULL
4116,Streptococcus_phage_SpSL1,NULL
4117,Escherichia_phage_vB_EcoP_SU10,NULL
4118,Vibrio_phage_J2,NULL
4119,Propionibacterium_phage_PHL041M10,NULL
4120,Propionibacterium_phage_PHL141N00,NULL
4121,Pseudomonas_phage_YH6,NULL
4122,Propionibacterium_phage_PHL152M00,NULL
4123,Propionibacterium_phage_PHL092M00,NULL
4124,Pseudomonas_phage_H70,NULL
4125,Shigella_phage_SfMu,NULL
4126,Escherichia_phage_Pollock,NULL
4127,Leuconostoc_phage_Ln-8,NULL
4128,Pseudomonas_phage_vB_PaeP_PPA-ABTNL,NULL
4129,Propionibacterium_phage_PHL030N00,NULL
4130,Propionibacterium_phage_PHL179M00,NULL
4131,Propionibacterium_phage_PHL132N00,NULL
4132,Proteus_phage_PM_75,NULL
4133,Propionibacterium_phage_PHL116M00,NULL
4134,Propionibacterium_phage_PHL085N00,NULL
4135,Propionibacterium_phage_PHL082M00,NULL
4136,Leuconostoc_phage_Ln-9,NULL
4137,Propionibacterium_phage_PHL025M00,NULL
4138,Propionibacterium_phage_PHL301M00,NULL
4139,Propionibacterium_phage_PHL171M01,NULL
4140,Lactococcus_phage_WRP3,NULL
4141,Enterobacteria_phage_SfI,NULL
4142,Escherichia_phage_vB_EcoM-VpaE1,NULL
4143,Propionibacterium_phage_PHL009M11,NULL
4144,Propionibacterium_phage_PHL070N00,NULL
4145,Acinetobacter_phage_YMC13/03/R2096,NULL
4146,Citrobacter_phage_Moon,NULL
4147,Propionibacterium_phage_PHL095N00,NULL
4148,Propionibacterium_phage_PHL055N00,NULL
4149,Klebsiella_phage_K64-1,NULL
4150,Enterobacteria_phage_Sf101,NULL
4151,Propionibacterium_phage_Pacnes_2012-15,NULL
4152,Escherichia_phage_EC6,NULL
4154,Escherichia_phage_PBECO_4,NULL
4155,Yersinia_phage_phiD1,NULL
4156,Pseudomonas_phage_Pa2,NULL
4157,Erwinia_phage_phiEa2809,NULL
4158,Enterococcus_phage_ECP3,NULL
4159,Bacillus_phage_Pookie,NULL
4160,Escherichia_phage_Seurat,NULL
4161,Bacillus_phage_Moonbeam,NULL
4162,Bacillus_phage_Pascal,NULL
4163,Bacillus_phage_Mater,NULL
4164,Propionibacterium_phage_PHL199M00,NULL
4165,Escherichia_phage_Av-05,NULL
4166,Sulfitobacter_phage_NYA-2014a,NULL
4167,Rhizobium_phage_RHEph06,NULL
4168,Propionibacterium_phage_PHL150M00,NULL
4169,Pseudomonas_phage_Pf-10,NULL
4170,Citrobacter_phage_Moogle,NULL
4171,Staphylococcus_phage_phiBU01,NULL
4172,Anabaena_phage_A-4L,NULL
4173,Sinorhizobium_phage_phiM12,NULL
4174,Salmonella_phage_Det7,NULL
4175,Enterobacteria_phage_phi80,NULL
4176,Mycobacterium_virus_Crimd,NULL
4177,Mycobacterium_virus_Angelica,NULL
4178,Enterococcus_phage_phiFL2A,NULL
4179,Streptococcus_virus_phiAbc2,NULL
4180,Enterococcus_phage_phiFL1A,NULL
4181,Enterococcus_phage_phiFL3A,NULL
4182,Xanthomonas_virus_phil7,NULL
4183,Bacillus_virus_IEBH,NULL
4184,Lactococcus_virus_Bibb29,NULL
4185,Staphylococcus_virus_phiMR25,NULL
4186,Rhizobium_phage_vB_RglS_P106B,NULL
4187,Staphylococcus_virus_SAP26,NULL
4188,Streptococcus_virus_ALQ132,NULL
4189,Escherichia_phage_vB_EcoM_VR7,NULL
4190,Sodalis_phage_SO1,NULL
4191,Mycobacterium_virus_Ardmore,NULL
4192,Uncultured_phage_WW-nAnB_strain_3,NULL
4193,Uncultured_phage_WW-nAnB_strain_2,NULL
4194,Lactobacillus_phage_Ldl1,NULL
4195,Acinetobacter_phage_Bphi-B1251,NULL
4196,Staphylococcus_virus_92,NULL
4197,Staphylococcus_virus_88,NULL
4198,Staphylococcus_virus_52a,NULL
4199,Staphylococcus_virus_29,NULL
4200,Staphylococcus_virus_71,NULL
4201,Staphylococcus_virus_96,NULL
4202,Staphylococcus_virus_47,NULL
4203,Staphylococcus_virus_53,NULL
4204,Staphylococcus_virus_85,NULL
4205,Streptococcus_virus_7201,NULL
4206,Pseudomonas_phage_vB_PaeP_p2-10_Or1,NULL
4207,Enterobacteria_phage_GEC-3S,NULL
4208,Enterobacteria_phage_G4_sensu_lato,NULL
4209,Escherichia_virus_MS2,NULL
4210,Enterobacteria_phage_WA13_sensu_lato,NULL
4211,Enterobacteria_phage_ID18_sensu_lato,NULL
4212,Enterobacteria_phage_K1F,NULL
4213,Staphylococcus_virus_phiSLT,NULL
4214,Spiroplasma_phage_SVTS2,NULL
4215,Salmonella_phage_FelixO1,NULL
4216,Streptococcus_virus_DT1,NULL
4217,Salmonella_phage_ST64B,NULL
4218,Vibrio_virus_fs1,NULL
4219,Lactobacillus_phage_phig1e,NULL
4220,Enterobacteria_phage_FI_sensu_lato,NULL
4221,Bacillus_virus_B103,NULL
4222,Enterobacteria_phage_SfV,NULL
4223,Haemophilus_phage_HP2,NULL
4224,Vibrio_phage_K139,NULL
4225,Enterobacteria_phage_T3,NULL
4226,Myxococcus_phage_Mx8,NULL
4227,Lactococcus_phage_BK5-T,NULL
4228,Lactococcus_phage_TP901-1,NULL
4229,Lactococcus_phage_Tuc2009,NULL
4230,Mycobacterium_virus_Bxb1,NULL
4231,Streptococcus_virus_Sfi21,NULL
4232,Streptococcus_virus_Sfi19,NULL
4233,Vibrio_phage_fs2,NULL
4234,Enterobacteria_phage_If1,NULL
4235,Mycoplasma_phage_MAV1,NULL
4236,Methanobacterium_phage_psiM2,NULL
4237,Mycobacterium_virus_D29,NULL
4238,Escherichia_virus_Qbeta,NULL
4239,Bacillus_virus_SPbeta,NULL
4240,Streptococcus_phage_Cp-1,NULL
4241,Chlamydia_virus_Chp1,NULL
4242,Lactococcus_virus_c2,NULL
4243,Haemophilus_phage_HP1,NULL
4244,Pseudomonas_phage_PP7,NULL
4245,Enterobacteria_phage_P4,NULL
4246,Enterobacteria_phage_T7,NULL
4247,Acholeplasma_virus_L2,NULL
4248,Escherichia_virus_BZ13,NULL
4249,Enterobacteria_phage_phiX174_sensu_lato,NULL
4250,Pseudomonas_phage_Pf3,NULL
4251,Enterobacteria_phage_Ike,NULL
4252,Xanthomonas_virus_Cf1c,NULL
4253,Spiroplasma_phage_1-R8A2B,NULL
4254,Acholeplasma_phage_MV-L1,NULL
4255,Pseudomonas_phage_Pf1,NULL
4256,Lelliottia_phage_phD2B,NULL
4257,Salmonella_phage_LSPA1,NULL
4258,Ralstonia_phage_RS603,NULL
4259,Enterobacteria_phage_RB27,NULL
4260,Enterobacteria_phage_RB3,NULL
4261,Salmonella_virus_Chi,NULL
4262,Escherichia_phage_ECBP2,NULL
4263,Escherichia_phage_ECBP1,NULL
4264,Erwinia_phage_Ea9-2,NULL
4265,Enterobacteria_phage_P88,NULL
4266,Vibrio_phage_X29,NULL
4267,Salmonella_phage_SETP7,NULL
4268,Salmonella_phage_L13,NULL
4269,Salmonella_phage_SE2,NULL
4270,Escherichia_phage_vB_EcoM_112,NULL
4271,Enterococcus_phage_EFC-1,NULL
4272,Escherichia_phage_ECML-4,NULL
4273,Enterobacteria_phage_J8-65,NULL
4274,Escherichia_phage_ECML-117,NULL
4275,Listeria_phage_WIL-1,NULL
4276,Shigella_phage_Shf125875,NULL
4277,Shigella_phage_POCJ13,NULL
4278,Bacillus_phage_CP-51,NULL
4279,Caulobacter_phage_Cr30,NULL
4280,Staphylococcus_phage_Team1,NULL
4281,Staphylococcus_phage_MCE-2014,NULL
4282,Staphylococcus_phage_phiSa119,NULL
4283,Yersinia_phage_vB_YenP_AP5,NULL
4284,Staphylococcus_phage_vB_SepS_SEP9,NULL
4285,Enterococcus_phage_IME-EFm1,NULL
4286,Lactoccocus_phage_WP-2,NULL
4287,Dickeya_phage_RC-2014,NULL
4288,Enterococcus_phage_EfaCPT1,NULL
4289,Acinetobacter_phage_vB_AbaM_Acibel004,NULL
4290,Aeromonas_phage_pAh6-C,NULL
4291,Acinetobacter_phage_vB_AbaP_Acibel007,NULL
4292,Escherichia_phage_ECML-134,NULL
4293,Escherichia_phage_121Q,NULL
4294,Salmonella_phage_9NA,NULL
4295,Rhizobium_phage_vB_RleM_P10VF,NULL
4296,Ruegeria_phage_DSS3-P1,NULL
4297,Staphylococcus_phage_P108,NULL
4298,Bacillus_phage_Waukesha92,NULL
4299,Lactobacillus_phage_Ld3,NULL
4300,Lactobacillus_phage_Ld17,NULL
4301,Lactobacillus_phage_Ld25A,NULL
4302,Enterococcus_phage_IME_EF3,NULL
4303,Bacillus_phage_CAM003,NULL
4304,Escherichia_phage_vB_EcoS_FFH1,NULL
4305,Escherichia_phage_FFH2,NULL
4306,Stenotrophomonas_phage_SMA7,NULL
4307,Geobacillus_phage_GBK2,NULL
4308,Escherichia_phage_4MG,NULL
4309,Mycobacterium_phage_vB_MapS_FF47,NULL
4310,Arthrobacter_phage_vB_ArS-ArV2,NULL
4311,Enterobacteria_phage_T4,NULL
4312,Ralstonia_phage_RSY1,NULL
4313,Erwinia_phage_Ea35-70,NULL
4314,Pectobacterium_phage_PM1,NULL
4315,Escherichia_phage_vB_EcoM_PhAPEC2,NULL
4316,Escherichia_phage_vB_EcoS_AHP42,NULL
4317,Bacillus_phage_Bobb,NULL
4318,Vibrio_phage_ICP2_2013_A_Haiti,NULL
4319,Escherichia_phage_vB_EcoP_PhAPEC7,NULL
4320,Escherichia_phage_vB_EcoS_AKS96,NULL
4321,Listeria_phage_LMTA-148,NULL
4322,Acinetobacter_phage_YMC-13-01-C62,NULL
4323,Escherichia_phage_vB_EcoS_AHS24,NULL
4324,Escherichia_phage_EK99P-1,NULL
4325,Pseudomonas_phage_MP48,NULL
4326,Synechococcus_phage_ACG-2014h,NULL
4327,Staphylococcus_phage_6ec,NULL
4328,Citrobacter_phage_CR44b,NULL
4329,Listeria_phage_LP-114,NULL
4330,Listeria_phage_LP-101,NULL
4331,Listeria_phage_LP-030-3,NULL
4332,Listeria_phage_LP-083-2,NULL
4333,Listeria_phage_LP-026,NULL
