organism_ptr_id,designation,baltimore_classification_id
2554,Mycobacterium_phage_GtownJaz,NULL
2555,Mycobacterium_phage_Guanica15,NULL
2556,Gordonia_phage_Gudmit,NULL
2557,Gordonia_phage_Guillaume,NULL
2558,Mycobacterium_phage_Guillsminger,NULL
2559,Arthrobacter_phage_Gurgleferb,NULL
2560,Gordonia_phage_Gustav,NULL
2561,Mycobacterium_phage_GuuelaD,NULL
2562,Mycobacterium_phage_Gyarad,NULL
2563,Mycobacterium_phage_Hades,NULL
2564,Gordonia_phage_Hail2Pitt,NULL
2565,Mycobacterium_phage_Haimas,NULL
2566,Mycobacterium_phage_Haleema,NULL
2567,Mycobacterium_phage_Halley,NULL
2568,Mycobacterium_phage_Halo,NULL
2569,Mycobacterium_phage_Hamish,NULL
2570,Mycobacterium_phage_Hammer,NULL
2571,Mycobacterium_phage_Hammy,NULL
2572,Mycobacterium_phage_HamSlice,NULL
2573,Mycobacterium_phage_Hamulus,NULL
2574,Mycobacterium_phage_Hannaconda,NULL
2575,Gordonia_phage_Harambe,NULL
2576,Rhodococcus_phage_Harlequin,NULL
2577,Mycobacterium_phage_Harley,NULL
2578,Mycobacterium_phage_Harvey,NULL
2579,Streptomyces_phage_HaugeAnator,NULL
2580,Mycobacterium_phage_Heathcliff,NULL
2581,Mycobacterium_phage_Hedgerow,NULL
2582,Mycobacterium_phage_HedwigODU,NULL
2583,Mycobacterium_phage_Heffalump,NULL
2584,Mycobacterium_phage_Hegedechwinu,NULL
2585,Arthrobacter_phage_Heisenberger,NULL
2586,Mycobacterium_phage_Held,NULL
2587,Mycobacterium_phage_HelDan,NULL
2588,Mycobacterium_phage_Heliosoles,NULL
2589,Streptomyces_phage_Henoccus,NULL
2590,Mycobacterium_phage_Henry,NULL
2591,Arthrobacter_phage_Herb,NULL
2592,Mycobacterium_phage_Hercules11,NULL
2593,Mycobacterium_phage_HermioneGrange,NULL
2594,Mycobacterium_phage_Hertubise,NULL
2595,Mycobacterium_phage_Hetaeria,NULL
2596,Mycobacterium_phage_HH92,NULL
2597,Mycobacterium_phage_HighStump,NULL
2598,Rhodococcus_phage_Hiro,NULL
2599,Mycobacterium_phage_HokkenD,NULL
2600,Mycobacterium_phage_Holeinone,NULL
2601,Mycobacterium_phage_Holli,NULL
2602,Mycobacterium_phage_Homura,NULL
2603,Mycobacterium_phage_Hookmount,NULL
2604,Mycobacterium_phage_Hoonter,NULL
2605,Mycobacterium_phage_Hope,NULL
2606,Mycobacterium_phage_Hope4ever,NULL
2607,Mycobacterium_phage_Hopey,NULL
2608,Mycobacterium_phage_Horchata,NULL
2609,Mycobacterium_phage_HortumSL17,NULL
2610,Gordonia_phage_Horus,NULL
2611,Mycobacterium_phage_Hosp,NULL
2612,Mycobacterium_phage_Hotshotbaby7,NULL
2613,Gordonia_phage_Howe,NULL
2614,Arthrobacter_phage_Huckleberry,NULL
2615,Gordonia_phage_Huffy,NULL
2616,Mycobacterium_phage_Hughesyang,NULL
2617,Mycobacterium_phage_HUHilltop,NULL
2618,Mycobacterium_phage_HuhtaEnerson15,NULL
2619,Arthrobacter_phage_HumptyDumpty,NULL
2620,Arthrobacter_phage_Hunnie,NULL
2621,Arthrobacter_phage_HunterDalle,NULL
2622,Arthrobacter_phage_Huntingdon,NULL
2623,Mycobacterium_phage_Hurricane,NULL
2624,Mycobacterium_phage_Hutc2,NULL
2625,Streptomyces_phage_Hydra,NULL
2626,Streptomyces_phage_Ibantik,NULL
2627,Mycobacterium_phage_Ibhubesi,NULL
2628,Mycobacterium_phage_Ibrahim,NULL
2629,Mycobacterium_phage_Icee,NULL
2630,Mycobacterium_phage_Ichabod,NULL
2631,Arthrobacter_phage_Ichor,NULL
2632,Mycobacterium_phage_ICleared,NULL
2633,Streptomyces_phage_Ididsumtinwong,NULL
2634,Mycobacterium_phage_Idleandcovert,NULL
2635,Mycobacterium_phage_IHOP,NULL
2636,Mycobacterium_phage_ILeeKay,NULL
2637,Arthrobacter_phage_Immaculata,NULL
2638,Streptomyces_phage_Immanuel3,NULL
2639,Mycobacterium_phage_ImtiyazSitla,NULL
2640,Mycobacterium_phage_Inca,NULL
2641,Streptomyces_phage_Indigo,NULL
2642,Arthrobacter_phage_Inspire2,NULL
2643,Mycobacterium_phage_InterFolia,NULL
2644,Mycobacterium_phage_Iota,NULL
2645,Mycobacterium_phage_IPhane7,NULL
2646,Mycobacterium_phage_Iridoclysis,NULL
2647,Mycobacterium_phage_IrishSherpFalk,NULL
2648,Mycobacterium_phage_IronMan,NULL
2649,Mycobacterium_phage_IsaacEli,NULL
2650,Mycobacterium_phage_Isiphiwo,NULL
2651,Mycobacterium_phage_Island3,NULL
2652,Mycobacterium_phage_ItsyBitsy1,NULL
2653,Mycobacterium_phage_Jaan,NULL
2654,Mycobacterium_phage_Jabiru,NULL
2655,Mycobacterium_phage_Jabith,NULL
2656,Rhodococcus_phage_Jace,NULL
2657,Streptomyces_phage_JackieB,NULL
2658,Mycobacterium_phage_JackSparrow,NULL
2659,Arthrobacter_phage_Jaek,NULL
2660,Mycobacterium_phage_James,NULL
2661,Mycobacterium_phage_Jane,NULL
2662,Mycobacterium_phage_JangDynasty,NULL
2663,Mycobacterium_phage_JangoPhett,NULL
2664,Streptomyces_phage_Jash,NULL
2665,Arthrobacter_phage_Jasmine,NULL
2666,Mycobacterium_phage_Jasper,NULL
2667,Arthrobacter_phage_Jawnski,NULL
2668,Mycobacterium_phage_JAWS,NULL
2669,Arthrobacter_phage_JayCookie,NULL
2670,Mycobacterium_phage_Jaykayelowell,NULL
2671,Mycobacterium_phage_JC27,NULL
2672,Mycobacterium_phage_Jebeks,NULL
2673,Mycobacterium_phage_Jeckyll,NULL
2674,Mycobacterium_phage_Jeffabunny,NULL
2675,Arthrobacter_phage_JEGGS,NULL
2676,Mycobacterium_phage_JenCasNa,NULL
2677,Mycobacterium_phage_Jeon,NULL
2678,Mycobacterium_phage_JeppNRM,NULL
2679,Mycobacterium_phage_Jerm,NULL
2680,Arthrobacter_phage_Jessica,NULL
2681,Rhodococcus_phage_Jester,NULL
2682,Mycobacterium_phage_JetBlade,NULL
2683,Mycobacterium_phage_JewelBug,NULL
2684,Mycobacterium_phage_JHC117,NULL
2685,Gordonia_phage_Jifall16,NULL
2686,Mycobacterium_phage_Jillium,NULL
2687,Arthrobacter_phage_JKerns,NULL
2688,Arthrobacter_phage_Joann,NULL
2689,Mycobacterium_phage_JoeDirt,NULL
2690,Mycobacterium_phage_Jolie1,NULL
2691,Mycobacterium_phage_JoongJeon,NULL
2692,Arthrobacter_phage_Jordan,NULL
2693,Mycobacterium_phage_Jordennis,NULL
2694,Gordonia_phage_Jormungandr,NULL
2695,Mycobacterium_phage_Joselito,NULL
2696,Mycobacterium_phage_JoshkayV,NULL
2697,Mycobacterium_phage_Journey13,NULL
2698,Mycobacterium_phage_Joy99,NULL
2699,Mycobacterium_phage_Jsquared,NULL
2700,Mycobacterium_phage_JuicyJay,NULL
2701,Gordonia_phage_JuJu,NULL
2702,Streptomyces_phage_JustBecause,NULL
2703,Gordonia_phage_Kabluna,NULL
2704,Arthrobacter_phage_Kabreeze,NULL
2705,Mycobacterium_phage_KADY,NULL
2706,Mycobacterium_phage_Kahlid,NULL
2707,Mycobacterium_phage_Kailash,NULL
2708,Mycobacterium_phage_Kalah2,NULL
2709,Mycobacterium_phage_Kalb97,NULL
2710,Mycobacterium_phage_Kalpine,NULL
2711,Mycobacterium_phage_Kamiyu,NULL
2712,Gordonia_phage_Kampe,NULL
2713,Mycobacterium_phage_KandZ,NULL
2714,Mycobacterium_phage_Kanely,NULL
2715,Mycobacterium_phage_Kanye,NULL
2716,Mycobacterium_phage_Kareem,NULL
2717,Streptomyces_phage_Karimac,NULL
2718,Mycobacterium_phage_Kasen3,NULL
2719,Mycobacterium_phage_KashFlow,NULL
2720,Mycobacterium_phage_Katalie136,NULL
2721,Gordonia_phage_Katyusha,NULL
2722,Mycobacterium_phage_KayaCho,NULL
2723,Mycobacterium_phage_Kazan,NULL
2724,Mycobacterium_phage_KBG,NULL
2725,Arthrobacter_phage_KBurrousTX,NULL
2726,Propionibacterium_phage_Keiki,NULL
2727,Mycobacterium_phage_Keitherie,NULL
2728,Gordonia_phage_Kenna,NULL
2729,Mycobacterium_phage_Kerberos,NULL
2730,Gordonia_phage_Kerry,NULL
2731,Mycobacterium_phage_Kersh,NULL
2732,Mycobacterium_phage_Kevin1,NULL
2733,Mycobacterium_phage_KFPoly,NULL
2734,Mycobacterium_phage_Khaleesi,NULL
2735,Mycobacterium_phage_Kheth,NULL
2736,Gordonia_phage_Kiko,NULL
2737,Mycobacterium_phage_Killigrew,NULL
2738,Mycobacterium_phage_Kimchi,NULL
2739,Corynebacterium_phage_Kimchi1738,NULL
2740,Gordonia_phage_KimmyK,NULL
2741,Mycobacterium_phage_Kimona,NULL
2742,Mycobacterium_phage_Kinbote,NULL
2743,Arthrobacter_phage_KingBob,NULL
2744,Mycobacterium_phage_KingMidas,NULL
2745,Mycobacterium_phage_Kingmustik0402,NULL
2746,Mycobacterium_phage_Kingsley,NULL
2747,Mycobacterium_phage_Kingsolomon,NULL
2748,Mycobacterium_phage_KingTut,NULL
2749,Mycobacterium_phage_KingVeVeVe,NULL
2750,Mycobacterium_phage_KiSi,NULL
2751,Mycobacterium_phage_KittenMittens,NULL
2752,Mycobacterium_phage_Klein,NULL
2753,Mycobacterium_phage_Kloppinator,NULL
2754,Mycobacterium_phage_KLucky39,NULL
2755,Mycobacterium_phage_Koella,NULL
2756,Mycobacterium_phage_Koguma,NULL
2757,Mycobacterium_phage_Koko,NULL
2758,Arthrobacter_phage_Korra,NULL
2759,Mycobacterium_phage_Kostya,NULL
2760,Mycobacterium_phage_Krakatau,NULL
2761,Mycobacterium_phage_Kratark,NULL
2762,Rhodococcus_phage_Krishelle,NULL
2763,Mycobacterium_phage_KristaRAM,NULL
2764,Mycobacterium_phage_Kristoff,NULL
2765,Mycobacterium_phage_Krueger,NULL
2766,Mycobacterium_phage_Krypton555,NULL
2767,Mycobacterium_phage_Ksquared,NULL
2768,Mycobacterium_phage_KSSJEB,NULL
2769,Mycobacterium_phage_Kugel,NULL
2770,Mycobacterium_phage_Kumao,NULL
2771,Gordonia_phage_Kurt,NULL
2772,Mycobacterium_phage_Kwadwo,NULL
2773,Mycobacterium_phage_Kwksand96,NULL
2774,Mycobacterium_phage_Kyee,NULL
2775,Mycobacterium_phage_Kykar,NULL
2776,Arthrobacter_phage_KylieMac,NULL
2777,Mycobacterium_phage_KyMonks1A,NULL
2778,Mycobacterium_phage_L5,NULL
2779,Mycobacterium_phage_Labeouficaum,NULL
2780,Gordonia_phage_Lahirium,NULL
2781,Arthrobacter_phage_Laila,NULL
2782,Gordonia_phage_Lamberg,NULL
2783,Mycobacterium_phage_Lambert1,NULL
2784,Arthrobacter_phage_Laroye,NULL
2785,Mycobacterium_phage_Larva,NULL
2786,Mycobacterium_phage_Lasso,NULL
2787,Mycobacterium_phage_LastHope,NULL
2788,Mycobacterium_phage_LaterM,NULL
2789,Mycobacterium_phage_Laurie,NULL
2790,Mycobacterium_phage_LeBron,NULL
2791,Mycobacterium_phage_LeeLot,NULL
2792,Arthrobacter_phage_LeeroyJ,NULL
2793,Mycobacterium_phage_Lego3393,NULL
2794,Mycobacterium_phage_Legolas,NULL
2795,Mycobacterium_phage_LeMond,NULL
2796,Mycobacterium_phage_LemonSlice,NULL
2797,Mycobacterium_phage_Lemur,NULL
2798,Gordonia_phage_Lennon,NULL
2799,Arthrobacter_phage_Lennox,NULL
2800,Mycobacterium_phage_LeoAvram,NULL
2801,Mycobacterium_phage_Leogania,NULL
2802,Mycobacterium_phage_Lesedi,NULL
2803,Mycobacterium_phage_Leston,NULL
2804,Mycobacterium_phage_Lev2,NULL
2805,Propionibacterium_phage_Leviosa,NULL
2806,Mycobacterium_phage_LHTSCC,NULL
2807,Mycobacterium_phage_Liefie,NULL
2808,Mycobacterium_phage_LifeSavor,NULL
2809,Propionibacterium_phage_LilBandit,NULL
2810,Mycobacterium_phage_LilDestine,NULL
2811,Mycobacterium_phage_LilHazelnut,NULL
2812,Mycobacterium_phage_LilhomieP,NULL
2813,Mycobacterium_phage_Lilith,NULL
2814,Rhodococcus_phage_Lillie,NULL
2815,Mycobacterium_phage_LilPharaoh,NULL
2816,Mycobacterium_phage_Lilpickle,NULL
2817,Mycobacterium_phage_LilTurb,NULL
2818,Mycobacterium_phage_LindNT,NULL
2819,Arthrobacter_phage_Link,NULL
2820,Arthrobacter_phage_LiSara,NULL
2821,Arthrobacter_phage_Litotes,NULL
2822,Mycobacterium_phage_LittleB,NULL
2823,Mycobacterium_phage_LittleE,NULL
2824,Mycobacterium_phage_LittleGuy,NULL
2825,Mycobacterium_phage_LittleLaf,NULL
2826,Mycobacterium_phage_Littleton,NULL
2827,Mycobacterium_phage_LizLemon,NULL
2828,Mycobacterium_phage_Llama,NULL
2829,Mycobacterium_phage_Llij,NULL
2830,Mycobacterium_phage_Loadrie,NULL
2831,Mycobacterium_phage_Loanshark,NULL
2832,Mycobacterium_phage_Lockley,NULL
2833,Mycobacterium_phage_Lokk,NULL
2834,Mycobacterium_phage_Longacauda,NULL
2835,Mycobacterium_phage_Lopton,NULL
2836,Gordonia_phage_LordFarquaad,NULL
2837,Arthrobacter_phage_Lore,NULL
2838,Streptomyces_phage_Lorelei,NULL
2839,Mycobacterium_phage_Lorenzo,NULL
2840,Mycobacterium_phage_Louie6,NULL
2841,Mycobacterium_phage_LouisV14,NULL
2842,Gordonia_phage_Lozinak,NULL
2843,Mycobacterium_phage_LRRHood,NULL
2844,Mycobacterium_phage_Lucivia,NULL
2845,Mycobacterium_phage_Lucky2013,NULL
2846,Mycobacterium_phage_LuckyMarjie,NULL
2847,Arthrobacter_phage_Lucy,NULL
2848,Mycobacterium_phage_LugYA,NULL
2849,Mycobacterium_phage_Lukilu,NULL
2850,Mycobacterium_phage_Lulumae,NULL
2851,Mycobacterium_phage_Lumos,NULL
2852,Gordonia_phage_Lutum,NULL
2853,Arthrobacter_phage_Lymara,NULL
2854,Gordonia_phage_Lysidious,NULL
2855,Mycobacterium_phage_Lysocool,NULL
2856,Mycobacterium_phage_Mabel,NULL
2857,Mycobacterium_phage_MacnCheese,NULL
2858,Streptomyces_phage_Madamato,NULL
2859,Mycobacterium_phage_MadamMonkfish,NULL
2860,Mycobacterium_phage_Madruga,NULL
2861,Mycobacterium_phage_Mag7,NULL
2862,Arthrobacter_phage_Maggie,NULL
2863,Mycobacterium_phage_Magnito,NULL
2864,Mycobacterium_phage_Magsby,NULL
2865,Mycobacterium_phage_Mahavrat,NULL
2866,Gordonia_phage_Mahdia,NULL
2867,Streptomyces_phage_Maih,NULL
2868,Mycobacterium_phage_Mainiac,NULL
2869,Mycobacterium_phage_Majeke,NULL
2870,Mycobacterium_phage_Malinsilva,NULL
2871,Mycobacterium_phage_Mana,NULL
2872,Mycobacterium_phage_Manatee,NULL
2873,Mycobacterium_phage_Manda,NULL
2874,Mycobacterium_phage_Mangethe,NULL
2875,Mycobacterium_phage_Mantra,NULL
2876,Streptomyces_phage_Manuel,NULL
2877,Mycobacterium_phage_Marcell,NULL
2878,Mycobacterium_phage_Marcoliusprime,NULL
2879,Mycobacterium_phage_Margo,NULL
2880,Mycobacterium_phage_Marie,NULL
2881,Arthrobacter_phage_Mariposa,NULL
2882,Mycobacterium_phage_Maroc7,NULL
2883,Arthrobacter_phage_Martha,NULL
2884,Mycobacterium_phage_Marvin,NULL
2885,Mycobacterium_phage_MarysWell,NULL
2886,Mycobacterium_phage_Maskar,NULL
2887,Arthrobacter_phage_Massimo,NULL
2888,Mycobacterium_phage_Mattes,NULL
2889,Mycobacterium_phage_Maverick,NULL
2890,Mycobacterium_phage_Maxxinista,NULL
2891,Mycobacterium_phage_Mazhar510,NULL
2892,Mycobacterium_phage_McFly,NULL
2893,Mycobacterium_phage_McGuire,NULL
2894,Propionibacterium_phage_MEAK,NULL
2895,Mycobacterium_phage_Medusa,NULL
2896,Mycobacterium_phage_MeeZee,NULL
2897,Mycobacterium_phage_Megabear,NULL
2898,Arthrobacter_phage_MeganNoll,NULL
2899,Mycobacterium_phage_Megatron,NULL
2900,Gordonia_phage_Melba,NULL
2901,Mycobacterium_phage_Melissauren88,NULL
2902,Mycobacterium_phage_Melpomini,NULL
2903,Mycobacterium_phage_Melvin,NULL
2904,Mycobacterium_phage_Mendokysei,NULL
2905,Mycobacterium_phage_Mesh1,NULL
2906,Mycobacterium_phage_MetalQZJ,NULL
2907,Mycobacterium_phage_Methuselah,NULL
2908,Mycobacterium_phage_Michley,NULL
2909,Mycobacterium_phage_Microwolf,NULL
2910,Mycobacterium_phage_Midas2,NULL
2911,Mycobacterium_phage_MikeLiesIn,NULL
2912,Mycobacterium_phage_Miko,NULL
2913,Mycobacterium_phage_Mikota,NULL
2914,Mycobacterium_phage_Miley16,NULL
2915,Mycobacterium_phage_MilleniumForce,NULL
2916,Mycobacterium_phage_Millski,NULL
2917,Mycobacterium_phage_MinionDave,NULL
2918,Mycobacterium_phage_Minnie,NULL
2919,Mycobacterium_phage_Misha28,NULL
2920,Mycobacterium_phage_Misomonster,NULL
2921,Mycobacterium_phage_MissWhite,NULL
2922,Mycobacterium_phage_MISSy,NULL
2923,Mycobacterium_phage_MisterCuddles,NULL
2924,Mycobacterium_phage_MitKao,NULL
2925,Mycobacterium_phage_Mitti,NULL
2926,Mycobacterium_phage_MkaliMitinis3,NULL
2927,Streptomyces_phage_Mojorita,NULL
2928,Arthrobacter_phage_Moki,NULL
2929,Arthrobacter_phage_Molivia,NULL
2930,Gordonia_phage_Mollymur,NULL
2931,Arthrobacter_phage_Moloch,NULL
2932,Mycobacterium_phage_Momo,NULL
2933,Mycobacterium_phage_MoneyMay,NULL
2934,Mycobacterium_phage_MooMoo,NULL
2935,Mycobacterium_phage_Morgushi,NULL
2936,Mycobacterium_phage_Morizzled23,NULL
2937,Mycobacterium_phage_Morpher26,NULL
2938,Gordonia_phage_Morrissey,NULL
2939,Mycobacterium_phage_Morrow,NULL
2940,Mycobacterium_phage_Mortcellus,NULL
2941,Mycobacterium_phage_Morty,NULL
2942,Mycobacterium_phage_Mosaic,NULL
2943,Mycobacterium_phage_Mosby,NULL
2944,Mycobacterium_phage_Mozy,NULL
2945,Mycobacterium_phage_MPlant7149,NULL
2946,Mycobacterium_phage_MRabcd,NULL
2947,Mycobacterium_phage_MrGordo,NULL
2948,Mycobacterium_phage_MrMagoo,NULL
2949,Mycobacterium_phage_Mryolo,NULL
2950,Gordonia_phage_Msay19,NULL
2951,Mycobacterium_phage_MsGreen,NULL
2952,Streptomyces_phage_mu16,NULL
2953,Mycobacterium_phage_MuchMore,NULL
2954,Mycobacterium_phage_Muddy,NULL
2955,Arthrobacter_phage_Mufasa8,NULL
2956,Mycobacterium_phage_Mulan,NULL
2957,Mycobacterium_phage_Mule,NULL
2958,Mycobacterium_phage_Munch,NULL
2959,Mycobacterium_phage_Mundrea,NULL
2960,Mycobacterium_phage_Murdoc,NULL
2961,Mycobacterium_phage_Murica,NULL
2962,Mycobacterium_phage_Museum,NULL
2963,Mycobacterium_phage_Mutaforma13,NULL
2964,Mycobacterium_phage_Mutante,NULL
2965,Arthrobacter_phage_Muttlie,NULL
2966,Gordonia_phage_Mutzi,NULL
2967,Mycobacterium_phage_Mynx,NULL
2968,Mycobacterium_phage_MyraDee,NULL
2969,Mycobacterium_phage_Myxus,NULL
2970,Streptomyces_phage_Nabi,NULL
2971,Mycobacterium_phage_Naca,NULL
2972,Mycobacterium_phage_Nacho,NULL
2973,Gordonia_phage_Nadeem,NULL
2974,Rhodococcus_phage_Naiad,NULL
2975,Mycobacterium_phage_Naira,NULL
2976,Mycobacterium_phage_Nairb,NULL
2977,Streptomyces_phage_Namo,NULL
2978,Rhodococcus_phage_Nancinator,NULL
2979,Mycobacterium_phage_Nanosmite,NULL
2980,Mycobacterium_phage_Napoleon13,NULL
2981,Mycobacterium_phage_NaSiaTalie,NULL
2982,Arthrobacter_phage_Nason,NULL
2983,Rhodococcus_phage_Natosaleda,NULL
2984,Mycobacterium_phage_Nazo,NULL
2985,Mycobacterium_phage_NearlyHeadless,NULL
2986,Mycobacterium_phage_Nebkiss,NULL
2987,Mycobacterium_phage_NEHalo,NULL
2988,Arthrobacter_phage_Nellie,NULL
2989,Mycobacterium_phage_Nemo27,NULL
2990,Mycobacterium_phage_Nenae,NULL
2991,Gordonia_phage_Neoevie,NULL
2992,Streptomyces_phage_Nerdos,NULL
2993,Streptomyces_phage_Nesbitt,NULL
2994,Mycobacterium_phage_Nibb,NULL
2995,Mycobacterium_phage_Nicholas,NULL
2996,Mycobacterium_phage_Nicholasp3,NULL
2997,Mycobacterium_phage_Nicolasphaqe,NULL
2998,Mycobacterium_phage_NicoleTera,NULL
2999,Mycobacterium_phage_Nidhogg,NULL
3000,Arthrobacter_phage_Nightmare,NULL
3001,Mycobacterium_phage_Niklas,NULL
3002,Arthrobacter_phage_Niktson,NULL
3003,Mycobacterium_phage_Nilo,NULL
3004,Gordonia_phage_Nimi13,NULL
3005,Mycobacterium_phage_Nimrod,NULL
3006,Gordonia_phage_Nina,NULL
3007,Mycobacterium_phage_Nitzel,NULL
3008,Mycobacterium_phage_Niza,NULL
3009,Mycobacterium_phage_NoodleTree,NULL
3010,Streptomyces_phage_NootNoot,NULL
3011,Mycobacterium_phage_Norbert,NULL
3012,Gordonia_phage_Nordenberg,NULL
3013,Mycobacterium_phage_Norm,NULL
3014,Mycobacterium_phage_NorthStar,NULL
3015,Gordonia_phage_NosilaM,NULL
3016,Mycobacterium_phage_NoSleep,NULL
3017,Mycobacterium_phage_Nova,NULL
3018,Mycobacterium_phage_NOZO,NULL
3019,Arthrobacter_phage_Nubia,NULL
3020,Mycobacterium_phage_NuevoMundo,NULL
3021,Mycobacterium_phage_OBUpride,NULL
3022,Mycobacterium_phage_OctaviousRex,NULL
3023,Mycobacterium_phage_Odin,NULL
3024,Mycobacterium_phage_OfUltron,NULL
3025,Mycobacterium_phage_Ogopogo,NULL
3026,Mycobacterium_phage_OKCentral2016,NULL
3027,Mycobacterium_phage_OlanP,NULL
3028,Mycobacterium_phage_OldBen,NULL
3029,Streptomyces_phage_Olicious,NULL
3030,Mycobacterium_phage_Olive,NULL
3031,Mycobacterium_phage_OliverWalter,NULL
3032,Mycobacterium_phage_Ollie,NULL
3033,Mycobacterium_phage_OlympiaSaint,NULL
3034,Streptomyces_phage_OlympicHelado,NULL
3035,Arthrobacter_phage_OMalley,NULL
3036,Mycobacterium_phage_Omega,NULL
3037,Mycobacterium_phage_Omnicron,NULL
3038,Mycobacterium_phage_Oogway,NULL
3039,Mycobacterium_phage_Oosterbaan,NULL
3040,Mycobacterium_phage_Opia,NULL
3041,Mycobacterium_phage_Optimus,NULL
3042,Mycobacterium_phage_OrangeOswald,NULL
3043,Mycobacterium_phage_OrionPax,NULL
3044,Mycobacterium_phage_Oscar,NULL
3045,Arthrobacter_phage_OurGirlNessie,NULL
3046,Mycobacterium_phage_OwlsT2W,NULL
3047,Arthrobacter_phage_Oxynfrius,NULL
3048,Streptomyces_phage_OzzyJ,NULL
3049,Propionibacterium_phage_P100.1,NULL
3050,Propionibacterium_phage_P100A,NULL
3051,Propionibacterium_phage_P104B,NULL
3052,Propionibacterium_phage_P106A,NULL
3053,Propionibacterium_phage_P106C,NULL
3054,Propionibacterium_phage_P106I,NULL
3055,Propionibacterium_phage_P106L,NULL
3056,Propionibacterium_phage_P106M,NULL
3057,Propionibacterium_phage_P107A,NULL
3058,Propionibacterium_phage_P107C,NULL
3059,Propionibacterium_phage_P108C,NULL
3060,Mycobacterium_phage_P28Green,NULL
3061,Mycobacterium_phage_Pacc40,NULL
3062,Mycobacterium_phage_PacerPaul,NULL
3063,Mycobacterium_phage_PackMan,NULL
3064,Propionibacterium_phage_PAD20,NULL
3065,Streptomyces_phage_Paedore,NULL
3066,Mycobacterium_phage_Paito,NULL
3067,Mycobacterium_phage_Palestino,NULL
3068,Mycobacterium_phage_Panamaxus,NULL
3069,Mycobacterium_phage_Paola,NULL
3070,Streptomyces_phage_PapayaSalad,NULL
3071,Mycobacterium_phage_Paperbeatsrock,NULL
3072,Mycobacterium_phage_Papyrus,NULL
3073,Gordonia_phage_Parada,NULL
3074,Streptomyces_phage_Paradiddles,NULL
3075,Mycobacterium_phage_ParkTD,NULL
3076,Mycobacterium_phage_Parmesanjohn,NULL
3077,Rhodococcus_phage_Partridge,NULL
3078,Propionibacterium_phage_PAS50,NULL
3079,Mycobacterium_phage_Pat3,NULL
3080,Gordonia_phage_Patio,NULL
3081,Gordonia_phage_PatrickStar,NULL
3082,Mycobacterium_phage_Patter,NULL
3083,Mycobacterium_phage_Peaches,NULL
3084,Mycobacterium_phage_Peanam,NULL
3085,Streptomyces_phage_Peebs,NULL
3086,Mycobacterium_phage_Penny1,NULL
3087,Streptomyces_phage_Percastrophe,NULL
3088,Rhodococcus_phage_Peregrin,NULL
3089,Mycobacterium_phage_Perseus,NULL
3090,Mycobacterium_phage_PeterPeter,NULL
3091,Corynebacterium_phage_PeteyPab,NULL
3092,Mycobacterium_phage_Petp2012,NULL
3093,Gordonia_phage_Petra,NULL
3094,Mycobacterium_phage_Petra64142,NULL
3095,Mycobacterium_phage_Petruchio,NULL
3096,Mycobacterium_phage_PG1,NULL
3097,Mycobacterium_phage_PGHhamlin,NULL
3098,Mycobacterium_phage_Ph8s,NULL
3099,Mycobacterium_phage_Phabba,NULL
3100,Mycobacterium_phage_Phacado,NULL
3101,Mycobacterium_phage_Phaeder,NULL
3102,Mycobacterium_phage_Phaedrus,NULL
3103,Mycobacterium_phage_Phaja,NULL
3104,Mycobacterium_phage_Phamished,NULL
3105,Mycobacterium_phage_PhancyPhin,NULL
3106,Mycobacterium_phage_Pharaoh,NULL
3107,Mycobacterium_phage_Phareon,NULL
3108,Mycobacterium_phage_Pharsalus,NULL
3109,Mycobacterium_phage_Phasih,NULL
3110,Mycobacterium_phage_PhatCats2014,NULL
3111,Mycobacterium_phage_Phelemich,NULL
3112,Mycobacterium_phage_PhelpsODU,NULL
3113,Gordonia_phage_Phendrix,NULL
3114,Mycobacterium_phage_PhenghisKhan,NULL
3115,Mycobacterium_phage_Phergie,NULL
3116,Mycobacterium_phage_PherrisBueller,NULL
3117,Streptomyces_phage_phiBT1,NULL
3118,Streptomyces_phage_phiC31,NULL
3119,Streptomyces_phage_phiCAM,NULL
3120,Mycobacterium_phage_Phighter1804,NULL
3121,Mycobacterium_phage_Philonius,NULL
3122,Mycobacterium_phage_Phineas,NULL
3123,Mycobacterium_phage_Phipps,NULL
3124,Streptomyces_phage_phiSAV,NULL
3125,Mycobacterium_phage_Phish,NULL
3126,Mycobacterium_phage_PhishRPhriends,NULL
3127,Gordonia_phage_Phistory,NULL
3128,Mycobacterium_phage_Phleuron,NULL
3129,Mycobacterium_phage_Phlorence,NULL
3130,Mycobacterium_phage_Phonnegut,NULL
3131,Gordonia_phage_PhorbesPhlower,NULL
3132,Mycobacterium_phage_Phox,NULL
3133,Mycobacterium_phage_Phoxy,NULL
3134,Mycobacterium_phage_Phrank,NULL
3135,Rhodococcus_phage_Phrankenstein,NULL
3136,Mycobacterium_phage_PhrankReynolds,NULL
3137,Mycobacterium_phage_Phranny,NULL
3138,Mycobacterium_phage_Phrappuccino,NULL
3139,Mycobacterium_phage_Phreak,NULL
3140,Mycobacterium_phage_PhrodoBaggins,NULL
3141,Gordonia_phage_PhrostedPhlake,NULL
3142,Mycobacterium_phage_Phunky,NULL
3143,Mycobacterium_phage_Phusco,NULL
3144,Streptomyces_phage_Picard,NULL
3145,Arthrobacter_phage_Piccoletto,NULL
