organism_id, qty_prots6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
8892,4507
8894,4856
8895,4683
8896,4851
8897,4500
9908,5251
4655,4311
4657,4541
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
8892,4507
8894,4856
8895,4683
8896,4851
8897,4500
9908,5251
4655,4311
4657,4541
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
8892,4507
8894,4856
8895,4683
8896,4851
8897,4500
9908,5251
4655,4311
4657,4541
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
8892,4507
8894,4856
8895,4683
8896,4851
8897,4500
9908,5251
4655,4311
4657,4541
7664,7618
4718,4539
4967,5372
4959,4873
4960,3996
4961,6200
4962,4843
4963,4821
4964,4210
4965,5716
4966,5870
4968,4012
4969,4479
4970,5316
4971,2961
4972,3088
4975,2888
4977,4193
6452,3435
6485,4201
4973,3448
4976,3522
4974,4702
4978,3381
6145,7798
6155,4795
6355,5783
6403,5602
6468,4116
5922,3261
4663,2203
4770,2307
4771,2687
4772,2438
4773,2108
4774,2422
4775,2213
4777,2017
4779,1970
4780,1970
4781,2028
4782,2754
4783,2461
4776,2260
4778,2032
5214,2529
6327,1244
10577,4177
4702,3053
4703,3277
4704,3452
9614,8052
9615,8434
4726,1387
4727,1530
4728,1425
4752,1772
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
4851,3054
9131,4851
9132,4943
9133,5356
9134,4825
9135,5151
9136,5178
9137,4810
9138,5256
9139,5355
9140,4879
9141,4704
9142,4772
9143,4714
9144,5061
9145,5281
9146,5013
9147,5053
9148,5177
9149,5151
9150,5156
9906,6662
9907,5879
5221,2476
8750,3906
8751,4229
8752,4234
8753,4232
8754,4234
8755,4233
8756,4234
8757,4233
8758,4232
8759,4236
8760,4236
8761,4235
8762,4233
8763,4230
8764,4234
8765,4234
8766,4228
8767,4233
8768,4232
8769,4234
8893,4504
8880,4840
8881,4833
8882,4676
8883,4750
8884,4508
8885,5145
8886,4510
8887,5219
8888,4595
8889,4501
10610,4737
6849,6774
6850,6774
